utterance,intent
야동을 봐도 재미가 없어.,무기력
유부가커서 맘에든다,일상
머리가 안 돌아가요,집중력저하
식욕이 안 도니까 진짜 힘들다,식욕저하
3시간 이상 연달아서 자본 적이 없어요.,불면
긴장 때문에 외출을 못 해,불안
어떤 동물이든 동물원에 오래 있다보면 같은 패턴의 움직임을 보이는데 정신병적 증상이래.,일상
커피를 많이 마시니까 밥 생각도 없어요.,식욕저하
나도 뽐뿌 와,일상
여수쪽에 있는거 같아요 자세히는 잘 모르겠네요,일상
차분하려고 노력하는데 한번 분노가 일면 내가 컨트롤 못해,분노
맞아 하하 근황도 들을 수 있고 다음주부터는 전화할 수 있다니 너무 행복해 하하,일상
너 냉면 먹고 싶다며 아메리카노 마시고 냉면 맛집 찾아서 가자!,일상
참을 수가 없어서 술을 한 잔 하고 나면 기분이 다운돼,초조함
뭐 저한테는 자세히 알려주진 않는데. 그거죠 뭐 결국 돈문제.,일상
주름이 많이 생기니까 내 얼굴이 너무 못 생기게 느껴져.,자존감저하
내 한번 당첨된 기당...,일상
10시간을 자도 졸리니까 미치겠네,불면
빨리 맞고 쉬고1,일상
이거는 정부에서 해결해야 하는 문제일 듯,일상
진짜로 내가 아직 정신을 못 차린 걸까.,자존감저하
키키 어 비가오든 눈이오든 날마다 나가지,일상
앗 키키 그런 이유였어요?,일상
정답은 겨울철에는 예비군 훈련을 하지 않습니다.,일상
그래서 밤에 잠도 못 자고 얼마나 괴로운지,불면
내 입장도 되어본 적 없으면서 말을 쉽게 하니까 속에서 불이 나지,분노
21일 오늘 스쿨존 주정차 전면 금지법이 시행됐대.,일상
멀어도 주기적으로 가시는 분들 많던데요.,일상
키키 진짜 대단하다,일상
내가 얼마나 작은 존재인지 느껴지고 헛된 꿈을 꾸었다는 걸 느끼고 있어,슬픔
근데 나 고등학교 때 급식 잘 나왔었어.,일상
피로감이 있어서인지 하루종일 멍하네,피로
서러워서 죽겠어,슬픔
세탁기에 이물질이 너무 많이 생기는 것 같아,일상
키키 우리는 근데 우리 집에 많이 와,일상
그래서 아이들한테 항상 그게 좀 미안했어요.,죄책감
그 때 좀 외로움을 많이 타서 더 그랬던 것 같아요.,외로움
인구가 많아서 그런가,일상
이쁜척한다고 어떻게?,일상
잘했네 부럽다 난 최근 가입한 실비라 보장이 별로야,일상
그 김수현이 모델 하는 그거 뭐였지?,일상
롤 이 너무 재밌어 난 키키,일상
오늘 대청소를 했더니 몸이 찌뿌둥하네,피로
자존감 낮아서 정말 죽고 싶다,우울감
나 딱 2년 채웠던거 같아,일상
맘에 드는 게 없드라고,일상
집에 있으면 손가락 까딱하고 싶지 않아요.,무기력
일교차가 너무 심해서 감기 조심해야 겠더라 정말,일상
김태리만 보자...,일상
몸이 뻐근해서 골격근 풀어주는 약을 먹었는데 속이 계속 안 좋았어,식욕저하
그러게요... 철근으로 서랍장 만들어서... 장비 쟁여? 키키,일상
나도 지금 창문 열고 있는데 딱 적당한 거 같은데,일상
난 인생 훠궈집 거기가 기억나 키키,일상
휴교하는 동안 집에서 쉬느라 좋긴 좋았는데 한편으론 불안한 거야.,불안
요즘은 그냥 하루하루 죽고 싶어.,자살충동
특전사 박군도 말 많자나 요새 키키,일상
마음을 다잡아도 자꾸 화가 나고 슬퍼져요.,분노
근데 밤에 자려고 눕거나 시간이 좀 생기면 우울해져.,우울감
엄마도 없이 애한테 못 할 짓 한다고 생각하니까 속상하더라고요.,슬픔
매일 거의 깨어 있는 모든 시간이 이러니까 그냥 불안해져.,불안
다들 분명 날 이상하게 생각할 것 같아서 이 생각만 하면 너무 우울해져.,우울감
택시는 진짜 비가 오면 거리 보면서 잡으니깐 더 근거리는 잡기가 어려워,일상
속 안 좋은 게 신랑 때문인 것 같아,식욕저하
"키키 그렇지 정신적으로 스트레스 받으면 아무 소용이 없다니깐,.,",일상
뭔가를 입속에 집어넣을 때마다 호흡곤란이 와서 걱정이에요.,초조함
친구들 만나면 걔들은 전부 직장을 다니니까 내가 너무 한심스럽더라고,자존감저하
우리 집은 강아지나 고양이는 못 키우거든.,일상
처벌 받아야지 그런 사람은,일상
그렇긴하지 슬슬 시작해야하나,일상
메슥거리는 것때문에 미칠 지경이야,식욕저하
나두 홈쇼핑 애용하는 편이야 키키,일상
너는 재택하니까 좋아 ?,일상
너 군대 아직이잖아 키키 무슨,일상
이사 준비로 바쁜데 자꾸 눕고 싶네,피로
키키 나는 막 서로 싸우고 죽이는 건 무서워서 너무 싫어.,일상
근데 왜 너는 어디가 좋은지 말 안 해줘?,일상
맞아 너무 안 와도 문제고 너무 많이 와도 문제여,일상
다 울고 나니까 진짜 허망하더라,슬픔
약 엄청 먹고 죽어버리고 싶다,자살충동
포상 휴가 많이 받아었다,일상
필러는 아프긴 해도 효과가 엄청나대,일상
지푸라기라도 잡을 수 없어서 비참해지는 것 같아,슬픔
외로워요 다 소용없는 짓인 것 같고요,외로움
누워만 있었더니 몸이 흐물흐물한 느낌이야,피로
근데 눈물을 멈출 수가 없었어요.,슬픔
음... 땡기는 건 피자랑 치킨이 좋아 키키,일상
이란이랑 했었지!,일상
난 전원주택 살아,일상
응응 옛날 드라마 요일 별로 올라오는데 거침없이 하이킥 보는 중이야 키키,일상
꼭 뭘 해야 해야만 해? 아무것도 안 하고 살 수도 있잖아.,무기력
잠이 왜 오지 않을까.,불면
심각하게 우울하고 무기력해,우울감
네 진짜 침착한 아빠예요 저같았음 화냈을거예요,일상
몸에 별 큰 이상은 없는데 너무 불안해하니까 의사도 걱정됐나 봐.,초조함
그래서 엄마가 뒷걸음 치니까 개가 달려들어서 물었대,일상
휴 키키 근데 너무 매일 헤어졌다,일상
누군가는 내 아픔을 알아주겠지.,슬픔
그러다 삼수까지 하게 됐는데 정말 너무 힘들어요.,무기력
슬럼프 때문에 그냥 회사에서도 쇼핑몰만 보고 있는 거 같아,피로
부산에 좋은 곳이 많으니 영도 쪽이 핫한 것 같아 은근 예쁜 곳이 많다... 키키 바다뷰가 짱 키키,일상
전부 다 억울해요,슬픔
잠자는 것도 어려운 일이 되니까 살고 싶지가 않고.,자살충동
소파랑 거의 한몸이야,불면
다시 불안하고 걱정돼.,초조함
"테스트 해보자,",일상
가시방석에 앉은 느낌인데 숨도 못 쉬겠어,초조함
의욕은 없는데 초조한 맘만 커서 누가 무슨 얘기를 해도 집중이 안 돼,초조함
엄마 조차 나를 손가락질 하더라고,자존감저하
한번 만나보고 싶네,일상
할머니 장례식 날 정말 숨이 넘어갈 정도로 울었던 것 같아요.,슬픔
명의는 내 사업이니까 나한테 문제 있을까 봐 걱정 많이 했어.,초조함
배신감 때문에 한 이틀은 한숨도 못 잤어요.,죄책감
혹시 나야....?,일상
요즘 핫해서 알고는 있는데 제대로 보진 않았네요 재밌나요?,일상
마음을 다치니까 계속 자존감도 떨어지고 그래,자존감저하
키키 미용하는 것도 쉽지 않은 일이지,일상
9년 동안 하루도 외롭지 않았던 적이 없었어.,외로움
악몽도 많이 꾸고 왜 자꾸 울기만 하는지 모르겠어,슬픔
키키 뭐야 월급이 더 많이 올랐네 그럼,일상
친구들이 다 가져가버리잖아,일상
노산이라는 이유로 늘 꾸지람을 듣는 기분을 느껴,죄책감
와 오빠도 참여하는거야?,일상
"아, 오키",일상
회사 일이 많아져서 피곤하고 졸려,피로
회의하다 보면 힘이 빠져,피로
맞아 군대가 더 안정적이겠다,일상
남편 없이 어떻게 제대로 아기를 키우면서 살아갈 수 있겠어?,절망감
우울한데 또 한편으로는 그래 이러다 죽으면 그만이지 이런 생각도 들어요.,우울감
주식 말고 또 돈 벌 거 없나...,일상
맞아 다음 앨범도 기대된다,일상
한 번만 더 그러면 내가 죽여버릴 거야.,분노
키는 170이야?,일상
나머지는 기분이 별로 좋지 않기도 하고 기분 좋은 일이 딱히 없는 것 같아요.,감정조절이상
비혼주의가 앞으로 많아지지 않겠어,일상
내가 한 거라곤 그 사람들과 지나친 거뿐인데 지나가는 한 명 한 명 멱살이라도 잡고 싸운 느낌이야.,피로
저만 없으면 될 것 같아서 너무 죽고 싶어요,자살충동
남편이랑 다시 만난 거 후회해,죄책감
30대에는 난자는 성숙한데 엄마가 늙었어,일상
너네는 비정기 전보도 있어?,일상
"그렇지, 의무가 더 맞는 말 같아.",일상
불안이 심해서 밥도 못 먹어요,불안
10대 때가 너무 생각나서 힘들어,슬픔
출산까지 기다리는 거 너무 피곤하고 멍해,피로
몸무게 때문에 우울해,식욕증가
바라만 봐도 너무 귀엽잖아.,일상
병원비는 어떻게 감당하나 싶고 무서운 기분도 들고,불안
오늘 왕십리를 갔는데 교통이 엄청 편리한 것 같아,일상
생명있는 동물이니까 취향을 뭐라 하긴그렇지만 동물은 동물인데 사람하고는 다른데 사람 취급하는것 같아서 좀 그렇긴해.,일상
예술을 망치지 말아줘,일상
한 번 화 나면 억제하기도 힘들고 감정 조절이 잘 안 돼요.,감정조절이상
아무리 추가 인원이 늘어도 많이는 못 들어가나 봐,일상
그사람 왜,일상
주말엔 뭔가 항상 바빠 키키,일상
안돼! 비밀이야. 다음에 만나서 얘기해줄게.,일상
친구들이랑 대화할 때 내 의견을 무시하고 비웃는 느낌이 들어.,자존감저하
친구들도 옆에서 왜 이렇게 불안해하냐고 눈 좀 가만히 두라고 하고.,불안
결혼하면 안정적이라서 택했는데 설렘이 그리워져,일상
"어 이제 자러 들어갔다이, 키키",일상
잘할 수 있을지 걱정이에요,초조함
너무 절망적이라서 운동을 시작해도 힘들어요,슬픔
뭔가 억울하긴 한데 어쩔 수 없지 원래 더 좋아하는 사람이 지는 거라잖아.,슬픔
작은 실수를 해도 나를 욕하게 돼,죄책감
"이제 결혼생활 한 지 7년 째인데, 너무 힘들어.",무기력
요즘 다들 인스타로 쇼핑한다던데 해봤어?,일상
생각이 엄청 많아서 매일이 걱정이었어요.,초조함
집안 형편이 많이 안 좋아서 걱정이에요,초조함
고독하다 해야 하나,외로움
맞아 키키 그리고 신고하면 오히려 피해보는 건 신고한 사람이잖아!,일상
앞으로 영어교사를 하지 못하는 건 아닐까 우울하고.,우울감
너무 외로워서 이혼하고 싶어,외로움
위장에 기름이 찬 느낌이야,식욕저하
넓은 곳에서 자면 오히려 잠을 깊게 못 자,불면
저는 너무 스스로를 억압하고 살아왔어요,감정조절이상
더 이상 내 감정을 내가 컨트롤 못 하겠어.,감정조절이상
근데 이제 진짜 여름 겨울 옷만 사면 된다.,일상
자존감이 훅 떨어진 것 같아,우울감
그 미니 농장...,일상
쉴 때도 항상 긴장하고 있어요,불안
아기 성별 나오고 시댁에서 저한테 너무 쌀쌀맞게 대해요.,자존감저하
성형을 해도 외모에 대한 자신감이 생기지 않아.,자존감저하
그리고 잠깐 물 마시고 바로 보쌈이랑 아이스크림도 엄청 먹고,식욕증가
일 그만두고 자존감이 떨어졌어,우울감
방탄소년단 진이가 메인주제가를 부른다고 해서,일상
그래도 너무 우울하니까 그냥 움직이기도 싫어져서 결국 밖에 한 번 나왔어요.,우울감
요즘 되게 짜증나는 게 많아요.,초조함
아 부모님 안목에는 다 마음에 안 차실텐데,일상
나도 그래야겠어!,일상
엄청 후회하고 있어,일상
우리 집 저저번달 관리비 폭탄맞았어.,일상
박...누구 아나운서인데,일상
그러고 나서 바로 후회하고 아들한테 설명하려고 했어.,죄책감
왜 이렇게 희망이 안 생기는건지 모르겠어,절망감
벌써 정년을 채우신 건가...,일상
근데 요즘 들어 부쩍 우울해지는 거야.,우울감
에이 그래도 삼계탕은 못 이기지,일상
그 웹툰이였는데 안 봤어? 강풀 꺼!,일상
기회만 되면 목숨 버리고 싶어,자살충동
누가 발표할때면 멍때리면서 보게되요.,우울감
그래 엄마 아빠갈때 같이 가자.,일상
이러고 싶어서 이렇게 태어난 게 아니잖아.,슬픔
요즘은 책이 눈에 하나도 안 들어와요,집중력저하
화장품 가게에 거의 다 있으니까 한 번 사봐 하하,일상
그렇구나 문과도 간단한 미적분은 했던 것 같은데,일상
앞길이 보이지 않아요.,절망감
체중이 줄어서 오히려 계속 먹어요,식욕저하
가만히 누워만 있어도 조마조마하고 숨이 모자란 기분이야,초조함
커피를 못 마시니까 더 피곤하고 졸린 거 같아,피로
이 치열한 경쟁 속에서 이겨낼 자신이 없었어.,자신감저하
이제 일일드라마는 끝났죠?,일상
집에 먹을 게 떨어진 게 아닌 이상 안 나가고 있어.,무기력
아예 숙면 자체가 안 된다고.,불면
키키 오빠야는 군대 복무 기간이 얼마였어?,일상
원래 언제 한번 해? 키키,일상
하긴 해녀 슨생님들도 기술이라는 게 있응게 키키 그래도 여름은 바다쥐,일상
여태 제가 저 스스로 괜찮다고 저를 옥죈 것 같아서 그래서 너무 슬펐어요.,슬픔
피자 10분 남았엉,일상
"가둬놓고, 먹을 것도 안 주고 죽을 때까지 팰 거야.",분노
근데 나는 할 줄 아는 것도 없고 이렇게 비교나 하고 못생겼어.,자존감저하
아이랑 시골갈때요,일상
주로 어디쯤에서 해용?,일상
그래 운동한다니깐 부상 없이 건강하게 질병도 무찌르면서 병원 안 가도록 노력하면 되지,일상
어떻게 하면 좋을까?,초조함
시어머니랑 같이 사는데 진짜 확 죽여 버리고 싶어요.,분노
"저도 저를 사랑하고 싶은데, 지금은 이렇게 저를 지탱하는 것도 힘이 들어요..",무기력
마음이 지칠 정도로 너무 자주 욱해,초조함
요즘 가정 폭력이 너무 많아진 거 같아,일상
점령했다 점령했어 오징어 게임이,일상
키키 현대몰 또 쿠폰 안뿌리나요...,일상
곱창떡볶이 맛있게 하는 집 알고 있음?,일상
게임 부주라는거 넘 신기해요,일상
주사도 니가 가능하나 키키,일상
근데 그게 중요할까?,일상
걱정되네,초조함
그렇게 간간히 10년을 유지했어.,일상
그러니깐 말이야...,일상
맞아 키키 프라이팬에 구워먹으면 진짜 맛있었는데,일상
겨털 제거도 레이저로 하는겨 ?,일상
그래서 항상 자신감도 없고 그래 보인다는 소리도 되게 많이 들었어요.,자신감저하
그렇구나 지금 당장 나가서 옥수수 수염차를 하나 사와야겠군,일상
그래 이럴 땐 혼자 사는 게 제일 좋을 것 같다,일상
잠을 못 자니까 가끔 예민해질 때가 있는 거 같아.,불면
군인들이 너무 대견하네요,일상
눈물 엄청 짰어,슬픔
불안하고 초조해서 잠이 안 와.,불안
움직이면 다리가 너무 아파서 계속 침대에 누워 있었더니 살이 너무 많이 쪘어.,식욕증가
가만히 있어도 죄책감이 들어,죄책감
밤마다 잠이 너무 안 온다,불면
혼전 임신이라고 사람들이 빈정대는 느낌이 들었어.,자존감저하
해열제는 없어,일상
남들이 잘해줘도 신경이 날카로워져,식욕저하
이는 어디 짱박혀 있는 거 좋아하네,일상
아 키키 날씨 안 좋으면 훈련 안 하겠네요,일상
"아, 진짜 학교 가기 싫어 죽겠어. 다 짜증나.",초조함
기분도 초조하고 몸이 땅으로 푹 꺼지는 거 같아,초조함
오빠가 직장에 있으면 꿀꿀해지는 것 같아,우울감
어떤게 궁금한건데?,일상
내 모습을 보는게 힘들어.,죄책감
입덧이 생겨서 그런지 너무 무기력해지고 우울해,우울감
왜 일이 이 지경까지 왔는지 모르겠어요.,초조함
쟤 원래도 저랬던 거 같은데,일상
적금 넣은 거 이번에 깨고 주식 사서 80프로 올랐다더라 키키,일상
"큰애가 정말 시엄마를 빼다 박았는데, 얼굴 볼 때마다 화가 나.",분노
이는 과연 북한군이 아니었을까?,일상
소화가 안 되니까 죽어버리고 싶어,식욕저하
그건 안 되지 왜냐? 나는 안 그랬거든 키키,일상
나는 대장님 노래중에 추억은 사랑을 닮아 좋아해!,일상
심지어 엄마를 죽여 버리고 싶을 때도 있었어.,분노
맞는데 그 안에서 연기도 했다는듯해,일상
돈은 돈대로 다 쓰고,일상
번호 몰라? 아니면 지웠나...?,일상
키키 아니 같이 어케 살지,일상
난 제대로 기억이 없음,일상
임신하고 나서 지옥에 온 것 같아요,무기력
모르는 사람한테 전화오면 긴장하고,불안
건물이 많이 없어서 그런가?,일상
헐 좋아 나 애견 카페 가고 싶어!,일상
조용한 곳에 가면 진정이 안 돼,불안
열대어 색깔 너무 화려해,일상
임신한 후로 내가 죄인이 된 것 같다고 느껴,죄책감
친구 얼굴 보기가 어려워져서 마음이 적적해,외로움
엄마 친구가 임영웅이 사랑의 콜센터 하차한다는데 진짠지 봐봐.,일상
내 인생을 잃은 거 같아서 패배감 들어,상실감
배가 너무 무거워져서 누워있고만 싶어,피로
맞아 그게 최고지 다해줘야지 사교육 까지,일상
키키 형 나중에 육아 때문에 살 막 빠져있는 거 아니가,일상
우울해서 먹고 싶은 걸까.,우울감
햄버거는 저녁에 먹으려구,일상
맞아... 진짜 코로나때문에 경제 다 망가짐,일상
그럼 초딩 때로 돌아간 기분이 들거든,일상
자고 일어나도 계속 졸리고 조금만 우울해지면 바로 드러누워,우울감
올해 독감주사 맞았는데 인플루엔자 또 맞아야 돼? 그냥 걸리면 안되나 마스크 잘 해서 안걸릴 거 같은데,일상
음... 피부 조직에 수분을 공급해주는 연고라네,일상
요새는 작은 일에도 금방 눈물이 나고.,슬픔
그치 보복 운전 엄청 심하긴 하지,일상
언제 갈 거야? 키키 저번부터 간다더니,일상
내가 봐도 나는 생각없이 먹는 것 같아.,식욕증가
에이 볼장에 취업하는 건 좀 속상하다 야,일상
그러다 보니까 제대일이 다가올 수록 너무 걱정이 되는 거예요.,초조함
패배감이 드니까 사람들을 피하게 돼.,자존감저하
팝콘 먹으러 가냐 너는 키키,일상
그건 나도 아직 몰라.,일상
응 그게 계약일자에 할라고,일상
시댁 스트레스 때문에 기분이 처져,초조함
그니까 관중 다 차고,일상
생각만 해도 좋다 키키,일상
하하 배구 애니도 재밌을거같애!,일상
언니 잘 할 거 같아.,일상
탄산을 너무 많이 먹어서 아기한테 죄책감 생겨요,슬픔
화병이 생긴 것 같아,분노
따로 선택권이 없었을 텐데 가족여행은 즐거웠어?,일상
사람들이 나만 싫어하는것 같아,자존감저하
그거는 무슨 방송이야?,일상
그냥 요새 부쩍 임신한 게 억울하다,슬픔
오 드디어 코로나 슬슬 해제되나보다...,일상
저녁에 입맛이 없어,식욕저하
멀리 사니까 다들 많이 보고싶네.,일상
교회에 안 나간 지도 벌써 2주나 됐어요.,무기력
살기 싫은 걸 어떡해,자살충동
"남자친구도 못 만들고, 친구도 못 만나는 상황이 처량하게 느껴져서 우울해요.",우울감
그래서 중간중간 약도 바르고 보습해주는데 쉽지않네,일상
에이... 그 정도는 견뎌야죠,일상
직장 상사 때문에 속에서 불이 나,분노
저는 걷기하고 있어요,일상
돈 걱정 때문에 힘이 없어,피로
주변 사람들이 감사히 잘 챙겨줬습니다 하하,일상
맞아. 그래서 이등병을 짬밥이 안 됐다고 해,일상
축하해 ! 드디어 그 팀장한테서 벗어났구나,일상
"그래서 맨날 몸이 이렇게 무겁고, 힘이 없는 건지",피로
응 뭐가 궁금해?,일상
자몽에이드 너무 맛있어 레몬에드도 맛있고,일상
응 살아 있지... 키키,일상
오 해경 나온 사람 처음 봐 키키,일상
영양제를 먹어도 노답인 것 같아,무기력
키키 휴... 괜찮다 존버는 승리한다고 하잖아 키키,일상
그러게 거의 2주 걸린 것 같아 정주행이 이렇게 힘든 건지 처음 알았어,일상
아파서 출근 안 했어요?,일상
계속 우울하고 눈물만 나는 것 같아,슬픔
감정의 기복이 심해서 자꾸 눈물이 나요.,슬픔
"그러게 말이야 과제에 강의에, 고등학교 때보다 바쁜 느낌도 들어",일상
겨울이 돌아오니 뜨개질할까해요,일상
애기때문에 식사량이 줄었어요,식욕저하
내 몸이 절벽 위에 있는 거 같아요,불안
좀 불량한 애들이랑 다니게 됐는데 그게 제일 후회돼요.,죄책감
나도 군대에서 캣파더였어,일상
응응 하하 뉴스 봤어 하하,일상
그 말 들으면 더 화가 나.,분노
좋아! 선수들 다들 지쳐있고 하니까...,일상
매일 짜증나고 답답한데 어떻게 이런 내 마음을 몰라줄 수 가 있는지,분노
어제 회사에서 무리를 좀 했더니 찌뿌둥한데,피로
아내 태도가 너무 차가워서 처음에는 되게 의기소침해졌거든요.,자신감저하
나두 나두 너 근데 겨울 아니었니?,일상
잠을 자고 일어나도 피곤해.,피로
그거 금액이 많을수록 페이 적립도 꽤 되고 포토리뷰 쓰면 더 주고 그러더라,일상
보통 긴장한 상태예요,불안
가만히 있는 게 어려워서 회사에서 일도 못 하겠어,초조함
외롭고 아이를 낳는 것도 큰 의미가 있을까 싶어,외로움
"걱정하느라 입맛도 없고, 잠도 안 와요.",초조함
키키 아 언니들 등산 가봤어요?,일상
그러다 제가 너무 긴장을 한 거예요.,초조함
가을이 없어짐 하하,일상
스타벅스는 체감 한 달에 한 번씩 MD를 내는 것 같아.,일상
그러니까 우리나라 사람들 먹잘알이잖아.,일상
사는 게 암울해요,우울감
지진을 그렇게 한 번 당하고 나니깐 진짜 무섭더라.,일상
쩝,일상
살 빠지니까 엄청 먹게 돼,식욕저하
오늘 일은 너무 모욕적이었어,죄책감
남아있다면. 부자 될 듯 하하,일상
문구점에불량식품은 뭐 그러 샀다고 날리칠꺼가 사장한체,일상
안타까운 마음에 울었어요,슬픔
나는 호랑이 키우고 싶어,일상
엘리베이터를 못 탈 정도로 불안해요,불안
봉사활동도 해보고 싶어,일상
엄마는 그럼 식사를 어떻게 하시노,일상
무언가를 배운다는게 참 좋은 것 같아 희망이 보인다,일상
어릴 때 돼지 삼형제 봤지?,일상
이제 그냥 모든 게 다 지치고 슬프다,슬픔
30? 정도 쓰는 거 같아 너는?,일상
꺼림칙해서 상종도 안 하게 됐어,불면
성욕 다 뺏긴 기분이야,불면
정말로 민감해서 한숨도 못 자.,불면
나는 항상 자기 전에 너무 불안해,불안
친구들 만나서 대화를 하다보면 내가 너무 모자라보이고 가치 없이 느껴져,절망감
이 정도면 날씨가 우리한테 사과해야 된다,일상
와 겨울이 오긴 왔나봐,일상
피곤하니까 더 자는 게 힘들어,불면
이터널스도 봐야 하는데 키키,일상
홍준표랑 윤석열 10만 표 차이...,일상
진짜 변화 따라가는 게 말이 쉽지 너무 벅차,일상
나른해서 회사에서 하루 종일 집중이 안 돼,피로
잠도 못 자고 밥도 못 먹고숨도 안 쉬어져.,불면
제네시스 새로 나온 거 간지 하하,일상
만일 북극항로가 개설된다면 유럽이나 미국으로 가는 물류비가 3040가 줄어든다고 해.,일상
그래서 결혼 잘했다 싶어요,일상
저는 이번에 살까 고민 중이에요,일상
나도 기사 봤는데 그 똥을 뭐라고 하던데,일상
피곤하고 멍해서 집안일도 제대로 못 해,피로
추우면 깊은 잠을 못 자겠어,불면
내 탓인것 같아서 죽고 싶어.,자살충동
정말 돈 낭비에 시간 낭비만 한 것 같아서 모든 게 다 후회 돼.,죄책감
많이 먹는 이유를 모르겠어,식욕증가
군대에서 9시에 기상해서 아침 말고 브런치 먹는대,일상
출산이 다가올수록 암울해지고 재미있는 게 없어,우울감
목 매달고 끝내버리고 싶다,자살충동
웅 금욜은 그런느낌,일상
병원비는 어쩌고,일상
원래 외로움 안 탔는데 요즘에는 문득 외롭다는 생각이 들어요.,외로움
막 그 때 학교 가려는데 갑자기 기운이 없고 힘이 쭉 빠지는 거야.,피로
나도 물리가 정말 어렵긴 했어.,일상
그러니까 생각이 많아 강아지 보면 시선이 그리로 가니까,일상
어제 새벽 3시에 잠들었는데 8시가 되니까 눈이 번쩍 뜨이더라.,불면
털갈이 하나 싶을 정도,일상
불 같이 화를 내다가도 왜 이렇게 살아야 하나 그런 생각이 들어,분노
아아 그것도 재밌지 새벽에 그거 봤는게 감성 돋더라,일상
메슥거리는 게 너무 심하다,식욕저하
저번 주에 다 같이 했지,일상
"자기도 구하고 있고, 구하면 준다고 하네",일상
나는 고등어 회 좋아해 키키,일상
티브이 보다가도 멍 때리고 음악 듣는데 계속 기분이 안 좋아,우울감
아냐 아냐 그때 그 고양이는 그냥 길고양이... 잡아먹혔지 우리 햄찌... 그 뒤로 햄스터는 절대 안 키움,일상
너무 긴장돼서 위장이 꼬이는 거 같아,초조함
집에 도둑이 있을까봐 겁나고..회사에서도 하루 종일 불안하고 초조해요.,불안
남편이 없다고 빈정대는 느낌이 들더라고.,자존감저하
점점 나아지긴 하는 것 같은데 그래도 힘들죠.,무기력
밥 먹고 싶은 마음이 안 들어.,식욕저하
애 키우느라 자는 시간이 적어졌어,불면
아예 굶어 죽으려고 폐가에서 아무 것도 안 먹고 지내고,자살충동
테슬라 스펙 엄청 좋아야 들어가 잖아,일상
재밌을 거 같은데 하나만 얘기해줘 봐,일상
시아버지 때문에 피곤해서 아무것도 못 하겠어,피로
맞아 더위가 꺾여서,일상
딱지 눈은 안 아파 이제?,일상
머리가 이상해지는 거 같아서 일주일간 잠도 못 잤었어.,불면
너무 불쾌하네,불면
10시 전에 몰려있는 거 아닐까?,일상
네네 그집은 그래야 할 것 같았어요,일상
"우울증은 마음의 감기 같은 거라고 들어서, 저절로 사라질 줄 알았어요.",우울감
이유없이 계속 뒤척이게 돼,불면
우리 부모님은 아직은 괜찮아 티는 안나,일상
그렇게 짜증내고 집에 오면 몸에 힘이 쭉 빠져요.,피로
눈물이 많이 나. 막 나와. 주체가 안 돼.,슬픔
에? 소오름 키키,일상
아 생각만 해도 너무 좋음,일상
특히 음식 관리는 더 잘해야 하는데,일상
아 우리집 방음 최고임 진짜,일상
조기교육 어떻게 생각해?,일상
오늘 같은 날 기분이 좋아야 하는데 왜 이렇게 우울할까.,우울감
그래도 우리가 이해해야지,일상
내일 수업이 몇시간이야?,일상
어디 앉기만 하면 졸고 너무 피곤해,피로
내가 나에게 믿음이 안 가.,자신감저하
맨날 만나는 게 손님 아니면 사장님이라 외롭다는 생각이 부쩍 많이 들어.,외로움
내가 표현을 잘 못해서 어려워해서 사람들을 틀어지게 하는 것 같아요.,죄책감
정말이지 죽여버리고 싶어요.,분노
그래 키키 너도 내년이면 서른인데,일상
나는 29살에 했어,일상
날씨도 선선하니 좋아서 다들 놀러 가는듯,일상
하하 별로? 우습네 하하 드센사람을 못만나봤나봐?,일상
엄마때문에 갑자기 많이 먹게 됐어,식욕증가
전쟁 터지면 대박이지 키키,일상
키키 요즘에 안햇엇냐?,일상
와우... 제주도 추석 이후로 4단계에서 3단계로 내렸었네요,일상
일어나기도 힘들고 몸도 고되요.,무기력
교수님은 이미 잊으셨는지 종종 연락하시는데 그게 너무 힘들어요.,분노
임신하고 나선 외출을 안 해서 사람도 잘 안 만나,외로움
비싸더라 키키,일상
항상 새벽에 깨면 비몽사몽해,불면
학업스트레스도 그렇지만 남편과 싸우는것도 너무 힘들어.,무기력
나 혼자도 힘들어 죽겠는데 뱃 속에 아기까지 생겨서정말 미칠 지경이었어요.,무기력
오빠가 이제 나한텐 더 관심 안 쏟을 것 같아서 뭔가 속상해.,슬픔
근데 그게 그것이 아닌거 같네,일상
보통 빌라는 매매하면 집값 떨어진다고 안사지 않아?,일상
딱 배고픔만 사라지게 먹어봐 좋은 거 같아,일상
왜 안해봤어?,일상
뭘 해도 답답함이 사라지지 않아,초조함
근데 막상 집에만 있으니 나 자신이 한심스럽게 느껴지는거 있지.,자존감저하
진짜 뜨자마자 바로 그렇게 하하,일상
아 미안 내가 너무 바빠가지고 못 알아 봤어 미안해,일상
너무 많이 과용하지 말고 몸 상태 보면서 먹어.,일상
너 아이유 노래 중에 뭐가 제일 좋아?,일상
"아, 진짜 배신감 쩔어.",죄책감
그런건 아니지만 나는 하고 싶어,일상
요즘에는 오피스트를 빌려서 한대,일상
피아노 학원 가면 10번 치라고 하면 7번 치고 다 했다고 함,일상
그게 제 탓이 아니잖아요,죄책감
자려고 하면 갑자기 울컥하고 속상해서 눈물이 나,슬픔
나도 라운드 숄더야.,일상
정말 나도 이런 내가 답답하다.,초조함
진 것 같아서 미칠 것 같이 우울해요,우울감
쓸쓸해요,외로움
늦게 임신한 내가 미워,죄책감
