utterance,intent
그니까 관리해줘야 할 듯,일상
이 정도 되면 괜찮을 거라 생각했는데 여전히 힘들어요.,무기력
웅웅 그래서 그 스릴이 있었지,일상
핸드폰으로 맞고 치다 밤도 자주 세고 그래요,일상
지하철 기사도 불친절해,일상
혼자가 편해 진짜로 키키,일상
미혼모라는 이유로 사람들이 나를 비웃는 것 같다는 생각이 들었어.,자존감저하
왜 맨날 밥을 안 먹어 얼렁 머거,일상
피검사 결과가 별로 안 좋은 거 같아서 신경이 날카로워져,초조함
속이 더부룩해지는 게 출근할 때 더 심해,식욕저하
성격이 이렇다 보니까 난 아무 것도 못 할 것 같아서 막 우울하고,우울감
요즘에는 터널이나 한강 다리 가는 것도 너무 부담돼고 불안해요.,초조함
아내랑 성격 차이로 매일 힘들었거든,감정조절이상
어릴 때 엄마랑 떨어져 있는 게 항상 불안했어요.,불안
정말 애들 엄마한테 잘해주시던 분인데 애들 엄마가 너무 힘들어 해서 안쓰러워요.,슬픔
옆에 누가 없으면 불안하고 진정이 안 돼요,불안
나는 일단 개봉하면 봄 키키,일상
거짓말하는것 같고 불안하고 믿음이 안 가서 하루하루 힘들었어요.,집중력저하
체중이 불어버려서 아무 것도 하기 싫어요,식욕증가
입맛이 없어서요.,식욕저하
차 안 막히더나?,일상
다 나 때문에 망친 거 같아서 반성하게 돼,죄책감
와 그건 진짜 완전 개냥이야 누나...,일상
진짜 하릴없고 심심해,외로움
내가 생각하는 곳?! 키키,일상
나는 워터픽 치실쓰는데,일상
어렸을 때 인라인 스케이트 많이 탔는데,일상
아무리 해도 걱정이 머릿속에서 사라지지가 않아,초조함
3개월 전부터 잠자기가 힘들어.,불면
하하 그래도 연기 잘하니까 뭐,일상
화나지만 어쩌겠어? 이미 결혼했는데,분노
키키 아하 키키 언니가 와서 가르친 건 아니죠?,일상
이것저것 알아보는 것도 너무 질리는 것 같아,무기력
나이 드니까 얼굴이 점점 못 생겨지는 것 같아.,자존감저하
괜히 휴직한다고 했나봐,죄책감
예전보다 조급함을 자주 느끼는 거 같아.,초조함
임신이 자꾸 안되니까 남편이 나를 의심하고 감시하는것 같아요,자존감저하
꿀꿀해서 안 먹고 싶은데 먹으라고 강요하는 것 같아서 스트레스임,우울감
식욕이 떨어진 것 같아요.,식욕저하
저도 한 달에 한 번씩 하는 것 같아요,일상
뭐 특별히 하는 일 없어서 더 재미없다.,무기력
"아,바빠야되는거가 미용에 눈이 멀어질려면, 키키",일상
서글프고 허무해서 아무것도 하고 싶지 않아,슬픔
그냥 몸무게가 줄었어,식욕저하
양궁 해보고 싶어 다 왜케 잘해.,일상
그래서 입학 할 때부터 솔직히 자존감이 되게 낮아졌어요.,자존감저하
긴장을 해서 그런가?,초조함
되게 떨었던 거 같은데...,일상
응 키키 일단 나 다시 앱 깔고 올게,일상
송도역 가려하는데 찾아보니 분당선이 빠를거 같긴 해,일상
피곤하고 몸이 무거워서 책 한 권을 제대로 읽기가 힘들어,피로
죽여버리고 싶어요.,분노
일단 무조건 편의점!,일상
나이가 좀 많아... 녹차카페 주선쌤이 소개 요청글을 올렸는데 댓글이 많이 달림.,일상
나도 직업얻고 득음함,일상
문화생활 하는 거 좋아해?,일상
나는 귀농하고 싶어,일상
1호선이 가장 오래된거죠?,일상
"날파리, 모기도 못 잡아서 청소기로 빨아 당기는데 키키",일상
몸이 아프니까 꿈도 없어져,절망감
감정기복이 너무 심해져서 아무것도 못 하겠어,초조함
무기력한 모습이 짜증나고 답답해요.,초조함
평소에 우울할때가 많아요.,우울감
이런 생활을 반복하다 보니까 몸무게가 진짜 엄청 늘어난 거예요.,식욕증가
그런 거 있었음,일상
무기력함이 없어지지 않아요.,무기력
티비 광고에서 들어봤어,일상
아이랑 게임 해요?,일상
기억하기 되게 좋네 키키,일상
특히나 가만히 있으면 막 엄청 불안해져.,불안
키키 아빠가 과연 그렇게 해줄까?,일상
나도 이번에 방송 보면서 알았어 하하,일상
키키 아... 돈만 쓰고 오는 거 아닌가 몰라요,일상
저 재방 본방 다 봤어요 키키,일상
12개나 먹어 버렸어,일상
너무 섭섭하고 속상해서 화를 냈어,슬픔
정말로 앞날에 대한 불안이 커지기만 하고 울적해지는 것 같아요,외로움
마음을 진정시키는 방법 알아?,불안
이쯤 되면 다시 구직 준비를 해야 하는데 솔직히 자신이 없어요.,자신감저하
예민해져서 혼자서 아무 것도 못 할 것 같아,식욕저하
정말 그렇게 우울한 적도 없었어.,우울감
다 무한이야?,일상
또 한 살 먹자나 키키,일상
귀칼 검색해봐,일상
민물 새우여도 너무 신기하다.,일상
그래서 그런지 요즘 부쩍 우울해,우울감
배달 너무 편하고 맛있고 좋아,일상
엄청난 착각을 했네,일상
아저씨 이후로 없지?,일상
막연한 두려움이 생기면서 눈물이 나,슬픔
왜 생산량을 못 맞추니 정말,일상
멸치육수? 완전 꿀팁이다 그건 몰랐다,일상
별일도 없는데 밥맛이 없어요.,식욕저하
책이 하나도 안 읽힌다,집중력저하
남편과 생각이 달라서 멍해져,우울감
어머 전 느끼한 거 딱 질색인데,일상
낚시 하려면 장비도 다 사야하나?,일상
작은 소리에도 깜짝깜짝 놀라고내가 너무 초라해.,절망감
매일 토하니까 내가 진짜 안쓰러워 죽겠어,슬픔
정말 아무 것도 하기 싫거든요.,무기력
하고는 싶은데 할 수가 없으니까 눈물만 나왔어요.,슬픔
고양이들은 스프링처럼 뛰어오르는 거 같지않아?,일상
잠은 안 오고 우울증은 심해지는데 나만 이런 거야?,우울감
하지만 지금은 저도 못해요... 하하,일상
너는 영화 배우 중에 누구 제일 좋아?,일상
너네 레알팜이라는 게임 알아?,일상
차라리 살 때 큰 거를 사,일상
퇴근하고도 일 할거 생각하느냐 잠도 못 자 키키,일상
테마파크? 놀이공원? 애냐?,일상
내 주위엔 결혼한 사람이 많이 없어서 키키 물어볼 사람이 없음 키키,일상
엥? 키키,일상
저도 정말 스트레스 많이 받는데 욱하는 걸 참을 수가 없어서,초조함
멀쩡하지 키키 아마 그 회가 말려논 걸 어떻게 막 만드는 걸꺼라 전혀 상관없을 듯,일상
"총기사고도 있고, 자잘한 사건 사고 많았어요. 육군만 그러겠어요, 다 그러지요",일상
강아지 안 다쳐서 다행이다,일상
그랬지. 그 전에 있던 전원주택도 이층집이었고.,일상
왜 병원에 있으면 더 몸이 처지는 거 같지,피로
요즘엔 어디 나가기가 귀찮아.,무기력
응 내 친구도 육군이야,일상
범인의 친구가 48만 원을 빌려서 안 갚아서 이런 범행을 저질렀다고 하더라,일상
크게 잘못한것도 없는데 자꾸 쏘아보더라고,자존감저하
그러게 말이야 전화 한 통화면 되는데,일상
불문과에서는 거의 없었지,일상
산청읍에서 정촌까진 한 시간이얌,일상
제가 데려다준다고 말을 하지 않았으면 살았을 텐데,죄책감
그건 불편함,일상
키키 나도 찰리와 초콜릿 공장은 좋아함,일상
너무하다 너무해,일상
회사 그만 뒀다면서요?,일상
나도 화가 나서 같이 욕하고 따졌어.,감정조절이상
근데 오히려 더 못자겠는거야.,불면
글이 눈에 하나도 안 들어오네,집중력저하
계속 자다 깨다 하니까 더 우울해져,우울감
내 마음 같지 않게 긴장돼서 힘들어,불안
아니 벌써 4년째임 키키 이 집에서 못살겠음,일상
자꾸 습관적으로 내 탓을 하게 돼,죄책감
응 서리가 벌써 여러 번 왔어.,일상
다 저렴해 키키,일상
세상 떠야겠단 생각만 해요,자살충동
작은일에도 화내고 짜증내고..,분노
아무것도 안하고 시간 보내니까 허망하기 그지없다,분노
"언어도 다르고, 문화도 다르니까 너무 힘들었어요.",무기력
항상 조심해,일상
전집이 많아야 활용이 좋은 거네요.,일상
출근하면 식욕도 없어지고 아무 것도 안 하고 싶어요,식욕저하
어어 찾고선 사진 보내줄게 키키,일상
3일 열정을 쏟고 그 뒤로는 안 하게 되더라 난,일상
내 의지대로 할 수 있는 게 아무것도 없다는 느낌?,절망감
원추각막이 정확히 어떤 거야?,일상
짧은 시간 단위로 집중력을 유지할 수 있게 해야지,일상
자기는 뭐 생각나는게 있어?,일상
어떻게 해야 할지 모르겠어.,초조함
연락이 안 돼서 막 다들 난리가 나면 그것도 귀찮고 짜증나고.,초조함
갑자기 막 울컥해지는데 종잡을 수가 없어,슬픔
밥 먹으면서 오랜만에 무한도전 보니까 진짜 배 찢어질 뻔!,일상
너는 지하철 언제 처음 타봤어?,일상
한가람에서,일상
몸이 안 좋아서 아기를 잃었는데 남편이 전부 내탓이라고 욕하고 노려봐요,자존감저하
평소에 불면이 있어서 수면제를 먹어야 하는데.,불면
자꾸 서러워지니까 30분간 소리 내서 엉엉 울었어,슬픔
모든 게 허탈하기만 해요,상실감
갑자기 멍해진 것 같아,우울감
사촌 동생이랑 나이 차이가 많이 나?,일상
병원으로 안간거보면 경증인가보다.,일상
뭐라도 지금 하나 먹어야겠다 키키,일상
그 동요 관련해서 이색적인 기사가 나서요.,일상
친구가 여행사 다니는데 해외 가는 사람들 있다고 하더라구,일상
근데 뭐 어쩌겠어 하하 이렇게 계속 살순 없고,일상
땀 흘리고 그러면 몸이 건강해지긴 하지,일상
입덧 심하니까 울게 되고 두통 때문에도 울었어,슬픔
따뜻하게 입고 다니세요,일상
나는 롤도 모르고 그냥 하는 거야,일상
짜증과 지겨움과 불안과 미래에 대한 걱정이 뭉쳐져서 울적해,외로움
키키 갑자기 게임 중독자됐네,일상
요즘 회사 일이 너무 많아서 날카롭게 반응하는 거 같아,초조함
락이 쉬원하지,일상
소화도 잘 안되고속이 많이 쓰린 편이야.,식욕저하
하하 왜 내 아픈 과거를 건들여,일상
난 아빠가 너무 미웠었어.,분노
내 인생이 너무 한심스럽고 사는게 힘드니까 아무도 보고 싶지 않아,자존감저하
좋게 생각하다가도 얼굴 보면 막 미워져요,분노
나 역시 우리나라 자랑스럽게 생각해,일상
출산일이 다가올수록 가만히 앉아 있을 수가 없어,초조함
퇴사해야 할 거 같아서 너무 짜증나,초조함
약 먹기 싫은데.. 그렇다고 이렇게 까칠하게 살아갈 수도 없고,초조함
6월 부터 너무 답답해요.,초조함
그런 거 어디다가 전화해 보냐,일상
잠을 못 자니까 진짜 힘들어 죽겠다,불면
잠을 못 자니까 너무 우울해지더라.,우울감
신기성하고 하승진이 제일 체력 저질이야,일상
임신한 이후로 완전 슬럼프야,피로
택시나 그런 건 괜찮은데 버스만 타면 정말 너무 불안해.,초조함
집 문제 때문에 엄마랑 같이 사는데 너무 피곤하고 수시로 멍해져,피로
신랑이 나를 비웃는 것 같아서 그냥 말을 안 해.,자존감저하
연예인 얼굴과 합성하는건가,일상
대단한기라 키키 내 애도 그리는 안 키울듯,일상
세계 기아 문제가 해결된대 키키,일상
생각보다 안 무서워 너도 딸 수 있어,일상
오 좋은데! 뭐든 이득되는게 좋긴하지.,일상
몸도 몸이지만 정신적으로도 너무 괴로워.,무기력
원래 못 생겼는데 뭐.,자존감저하
왜 나는 제대로 해내는 일이 없는 걸까?,죄책감
너는 포켓볼 치는 거야?,일상
잇몸수술을 괜히 했나 봐. 몸이 완전 망가진 기분이야.,죄책감
마음은 초조한데 의욕이 하나도 안 생겨서 너무 괴로워,초조함
완전 돼지 돼버렸어,식욕증가
아 갈수록 힘들거래,일상
너무 우울해요.,우울감
전부 내가 무서워서 붙어있는 병신들 뿐이야.,분노
"커브스 끝나고 갈 수 있을까,",일상
나는 여드름이 생겼어,일상
남편이 미워죽겠어,분노
아 키키 나도 1종 보통이긴 한데... 키키,일상
응축구 볼 때마다 감동이었는데,일상
텐...링즈 앤드 상치... 키키,일상
내 친구가 상 받았다고 자랑하고 싶어.,일상
근데 다 답이 아닌거 같은거 주의,일상
그냥 회사원이래요,일상
아아 생각보다 엄청 오래 걸리진 않았네?,일상
근데 아직 낚시대 산지 몇 일 안 댐 키키,일상
말이 안 되는데 이건 키키,일상
웅웅 하하 다들 유럽만 가서 몰라따,일상
오늘은 어머님이 소파에서 주무시는데 진짜 칼 들고 확 죽여 버리고 싶었어.,분노
우리 집 진짜 배달 잘 되는 곳에 위치해서 ...,일상
그래서 나라 빚이 엄청 쌓였대잖아,일상
아이들이 다쳐서 입원을 하니까 마음이 자꾸 불안해졌어요.,불안
크으 디저트 가게 깨기!,일상
응응 내가 어제 얼려 놨어,일상
엉 그거 어릴 때 몇 번 해본 거 같아 키키,일상
너무 나른해서 못 움직이겠어,피로
졸리고 피곤해서 얼음 깨먹어,피로
신랑이 코를 너무 골아서 자기가 힘들어요,불면
그럼 내일 애들 반팔이가 긴팔이가 키키,일상
내가 먼저 임신하는 거 왠지 친구를 배신하는 거 같아,죄책감
직장때문에 계속 잠자리를 설치게 돼,불면
히말라야는 너무 아니지 너무 추워,일상
맞아 버리기 아까운 물건들 처리하기도 좋아서 나도 좋아해,일상
누군가랑 대화를 하다 보면 내가 너무 하찮게 느껴져.,자존감저하
갑자기 젊은 여자 데리고 와서 이혼해달라고 하면?,초조함
회사 다니면서 살이 점점 더 빠져요,식욕저하
내 몸만 이렇게 상하는 게 너무 억울해,죄책감
소장이 자꾸 구박을 하니까 기분이 처져,초조함
청년경찰 재밌게 봤었는데 하하,일상
부전공을 경제로 한 이유가 있어?,일상
그리고 관리비도 같이 내서 편한 것 같아,일상
그렇게 남친이랑 헤어지고 한동안 집에만 처박혀 살았어.,무기력
애기 아빠는 팽팽 노는 거 같아서 억울해,죄책감
너는 식단 조절 어떻게 하고 있어?,일상
남편때문에 과체중 된 것 같아,식욕증가
그니까 점점 인기 많아져,일상
요즘 이다영이 하루 한 건 씩 뉴스가 나오네,일상
그게 언제쯤 되겠노,일상
쉽게 잘 가르쳐서 직장 잃을까 봐라던데 키키,일상
오늘은 명상이 잘 안 돼서 잠이 안 오는 거 같아요.,불면
정말 많이 공부를 하네요,일상
대박이네 혜택이 좋긴 해,일상
이렇게 되니까 엄마랑 아빠가 너무 원망스러운 거예요.,분노
정해진 규칙을 어기게 되면 하루종일 신경 쓰여서 밥도 잘 못 먹었어.,식욕저하
자꾸 누가 따라오는 느낌이라서 나도 모르게 걸음이 빨라져,자존감저하
또 긴장되서 그런지 소변이 마렵기도 하더라구요.,초조함
생각했음,일상
다들 고마워 열심히 해볼게,일상
불안해서 자다가도 막 깨고 잘 못 자고 그래요.,불면
체하는 게 때와 장소를 안 가리네,식욕저하
그래도 시간 같은거는 내야지.,일상
그러고 나서 뭐 했어?,일상
새벽에 출근하고 열두시 다되서 퇴근하니깐 도저히 시간이 안나네...,일상
나 요즘 피부 너무 안 좋아져서 화장품 바꿨어.,일상
급 심야 영화 보고 싶다 키키,일상
아무것도 하고 싶지 않고 인생이 허무하다,상실감
밥 먹는데 뭔가 모래알 씹는 느낌이어서 커피만 계속 마셨어요.,식욕저하
증상이 더 악화되는 것 같아요.. 불안해요..,불안
근데 또 한국 사람이 20시간 만에 깨버렸대...,일상
자존감이라는 게 아예 사라져버린 것 같아요.,자존감저하
잠이 안 오는 이유를 모르겠어,불면
그렇다고 생각했는데 발음을 알아 듣기가 너무 어렵네,일상
깜깜한 인생을 같이 걸어가 줄 누군가가 필요해,절망감
이럴 줄 알았으면 일을 계속 할걸 그랬나봐,죄책감
오늘따라 글자가 눈에 안 들어온다,집중력저하
산후우울증은 아닌 거 같은데 왜 그런 걸까?,초조함
서울에서 지내는 동안 정말 너무 힘들었어.,무기력
호르몬 때문인지 우울하고 입맛도 없어,우울감
거기 우승 하면 돈준데?,일상
엄마 힘드신데,일상
나 너무 우유부단하게 바뀐 거 같음,자신감저하
욕 나올 뻔했어,분노
난 한국사 따다가 포기,일상
밑바닥 인생인것 같아서 사는게 괴로워,자존감저하
슬픈 영화를 보고 나서 더 우울해진 것 같네요.,우울감
어떻게 그렇게 잘 기억하고 있는 거야.,일상
그것도 있지. 그런데 왜?,일상
왜 자꾸 슬퍼지지,슬픔
결혼하곸 키키,일상
난 왜 이렇게 혼자 처량하게 살아야 할까?,슬픔
친구들이랑 약속해도 졸려서 안 나가고 싶다니까.,피로
"나중에 가야하는데, 당연히 해봤지.",일상
계속 속이 안 좋았던 게 일 때문인가?,식욕저하
피부과나 그런 시술은 안 받아봤어?,일상
자살을 생각하고 있어요.,자살충동
뭘 선택하라고 하면 바로 못해,자신감저하
국내도 이쁜 곳 많으니깐!,일상
편지에다가 넌 좀 못생겼지만 난 너가 좋다고 했어,일상
평생 못 잘 것만 같은 기분이 들어,불면
그래도 안 아픈 게 최고니까 안 가야겠다 하하,일상
쉽지는않을거같아,일상
막연하게 힘들기만 해,무기력
벌써? 산지 얼마 안 됐는데,일상
갈피를 잡을 수가 없다,슬픔
성격은 아무래도 어렸을 때 주변환경으로 인해서 결정 되는게 크지 않을까?,일상
찌뿌둥해서 누워만 있고 싶어,피로
잠을 너무 못 자니까 생활이 안 돼,불면
키키 오른손에는 지금 힘이 없어서요 키키,일상
나도 내 마음을 종잡을 수 없게 되는 것 같아,슬픔
기력이 안 생기는 것 같아,무기력
배달앱이건 쇼핑몰이건 후기가 무척 중요한 요소야.,일상
그니까 세트로 먹어야 해,일상
너무 쓸쓸해서 매일 에스엔에스만 해,외로움
성적이 걱정되기 시작했어.,초조함
강아지 말리는 케이스 알아?,일상
한번 깨면 날밤을 새웠었죠.,불면
스코어 몇 개나 쳤어?,일상
그냥 거짓말만 안 하면 되는 건데 그게 어렵나 이러면서 막 한심하고,자존감저하
집안일을 내가 다 하는 게 너무 억울해,죄책감
키키 오키 흑 문찐 아직도 서프라이즈 못 벗어나요,일상
너무 늘어지니까 아무 것도 못 하겠어,불면
나도 모르는 사이에 짜증을 내게 된다,초조함
취업 준비 자금 모으느라 알바를 하려고 해도공부 때문에 시간 분배하는 게 걱정이야.,초조함
무슨 콩코드 여객기 타고 어디 가잖아,일상
근데 이렇게 뭐 하나 터지면 과장되는 경우도 있어서 연예인 이야기는 그냥 적당히 듣고 흘려야지,일상
그래서 뭐 어떤 이야기해 드렸어,일상
사람들이 전부 저를 흉보는 것 같아요.,자존감저하
후회되는 일 때문에 힘들어,슬픔
"뭐죠? 근데 왜 날씬해 보일까,",일상
일반 백신과 달리 약국에서 쉽게 구매할 수 있음 좋겠어.,일상
전남편 그냥 밉죠.,분노
"퇴근길에 집에 오는 중간 경로에 치킨집이 있어서, 가서 들려가지고 그냥 들고오면 배달비보다도 싸고 원래 배달앱에서 시키는 것보다 메뉴도 싸대",일상
자기 몸 살릴 정도는 배워야 함,일상
백신 접종률이 정체상태라는 얘기는 들었습니다.,일상
나 해코지 당하진 않겠지,자존감저하
자꾸 누가 해코지할 것 같아서 움츠러들게 돼,자존감저하
키키 매주 챙겨보게 생겼네 이제 나는,일상
하는 행동이 너무 귀엽고 예뻐.,일상
잠들지를 못 하니까 밤새서 게임만 해,불면
남편이 힘들어 하는 게 다 못난 내 탓 같고 너무 안됐어,죄책감
근데 해군도 만만치 않잖아. 맨날 바다에 나가서 뱃멀미도 하고.,일상
심적으로 너무 불안해요.,불안
친구들과 만났을 때만 잠깐 기분이 괜찮고 다시 무기력,무기력
어제 대청소를 했더니 오늘은 힘들어서 아무것도 못 하겠어,피로
응 나 여친이랑 본 적 있지,일상
노산이라 기형아를 낳을까 봐 우울하고 자신이 없어요,우울감
이제 어떤 방해 없이 죽기만 하면 됐어.,자살충동
먹는 양이 작아지니까 힘들다,식욕저하
언제 가지러 가냐,일상
그중 20가 흑인 여성이었대.,일상
그러면 안 되지. 지금부터라도 관리해,일상
유난히 피곤해요.,피로
회사 나가기 전 날에는 잠도 안 와.,불면
머엉하면서 뭔가 내가 부유하는 것 같은 느낌이야,우울감
챙겨주는 것도 없고 뜯어 죽이고 싶어,분노
많이 피로했어..,피로
네네 조금은 아쉽지만 그래도 유지하는 것 보단 이사가는 게 낫겠어요.,일상
그냥 무난하게 원피스나 셔츠에 슬랙스 입고 가면 되지 않음?,일상
난 숫자밖에 모르는데 우노 도스 뜨레즈 콰트로,일상
넹 저도 치즈 먹고싶어지네요 흑흑흑,일상
되게 야한 서양 예능이잖아,일상
마음이 너무 답답하고 절망에 휩싸이는 것 같아,슬픔
요즘은 헬스만 하고 있다,일상
응 견생 7년차 강아지 카페 한번도 못가봄 키키,일상
너희는 남편들이 도와줘?,일상
어릴 때부터 했으니까 오래됐다.,일상
그치 다들 인생 공부도 열심히 하는 중인가?,일상
너무 신기해서 놀랄걸?,일상
사는 기쁨도 없고 그냥 버티는 기분이 들어,무기력
아 정말? 나는 1기에 이근 대위 나올 때 재밌었던 것 같아 키키,일상
어휴 일자목이 심해지면 이제 나처럼 역C컬 되는 거야,일상
괜찮다가 즐겁다가 우울했다가 해요,슬픔
이렇게 쭉 살다가는 스트레스 때문에 먼저 죽을 것 같았어요.,무기력
대출받아서는 집 못사지. 은행에서 돈 많이 안빌려줘,일상
나도 지금에 최선을 다해서 사랑해주려고,일상
헐 어땠어?,일상
하다 말고 면도칼로 바로 손목을 그었어요.,자살충동
나중에는 맛이 안 느껴져도 안 먹으면 불안해서 먹어요.,식욕증가
근데 한 번 이렇게 되니까 밖으로 잘 안 나가게 되더라. 집에만 있게 돼.,무기력
맛있게 잘해서,일상
침울해서 돈을 쓰게 돼,우울감
아니 꾸역꾸역 144경기 누구를 위한 건지,일상
꿀꿀하면서 입맛이 없어요,우울감
그러니까 음주운전은 법을 더 강화시켜야 한다,일상
이사 가려는데 전세가 너무 비싸,일상
그전에는 그래도 있었어도 12마리였는데 와 오늘은 심했음,일상
날씨 나쁘면 가지 말고 천천히 가면 괜찮아,일상
왠 갑자기 영어 공부?,일상
네 여기 맛집이라 주문이 넘쳐요,일상
장례식장 다녀오고 나서 잠을 못 자고 있어.,불면
남편과 이런 사이가 된 이후로 잠이 안와요.,불면
처음보는 브랜드도 있었어.,일상
멍해요.,우울감
너무 분하고 억울했지만더 이상 싸울 힘이 없더라구요.,분노
항상 이렇게 증상이 나타날까 불안해하며 살 것 같아.,초조함
오 앵무새! 전 조류 키우는 지인이 없어서 궁금해요,일상
그거 완전 좋아했었는디,일상
"졸거나 그러진 않는데, 업무에 집중하는게 힘들어요.",집중력저하
고난 속에 사는 것 같아,외로움
좁은 곳에 가면 진정이 안 되는 거 같아,불안
너 길바닥에서도 자봤지!?,일상
호르몬 때문인지 노잼인 것 같아,무기력
서점에 파는 건 어떻게 하는 건데?,일상
성격은 마음에 안 들어,일상
점점 나한테 연민이 느껴져,슬픔
대중교통 이용할 때 눈초리를 많이 받는 것 같아.,자존감저하
동창들이랑 만나면 더 자괴감이 밀려와,죄책감
가야지 하면서도 생각이 안 났음 키키,일상
모두 다 포기할래요.,절망감
확신까지 걸리는 시간이 다 다르니까,일상
그 주약동 안과?,일상
"약이 없으면 불안하고, 안절부절하더라구요.",초조함
심각할 정도로 식욕이 안 들어,식욕저하
헐 대박이야 몇퍼센트 할인해?,일상
유튜브에서 이미 다봤대 애들은 ...,일상
엄마한테 제대로 못 하는 거 같아서 죄책감 들어,죄책감
시어머니 앞에서 과도하게 긴장해요,불안
모가디슈보면 구교환한테 반할것같은데,일상
몇 개월 동안 방에만 있었어. 나오기가 싫었거든.,무기력
나는 군대 가면 절권도 배워보고 싶어.,일상
남편 차는 제가 일시불로 사줬어요.,일상
테트리스 잘해?,일상
장아찌? 아니면 진짜 김치?,일상
신기하다. 그 음악 듣고 싶어서라도 한 번 해봐야겠는데.,일상
왜 시험만 보려면 떨리는지 모르겠어,일상
"선배들이 동아리 들라고 하는 것도 하나도 안 가고, 친구들이 맛있는 밥집 있다고 그러는데도 전혀 흥미가 안 생겼어요.",무기력
많이 목었어,일상
애들 등하교 시터가 한달에 80정도 번데,일상
몸 움직이는 게 너무 힘들어서 답답해,초조함
자꾸 불안한데 어쩌지,초조함
살아봐라 키키 그게 뭔 상관이 있다,일상
"우울하고, 모든 거에 감흥이 없어지는 기분이야",우울감
이 정도 일로 버거워하는 내가 못마땅해,죄책감
나는 뭐 소득세 감면 혜택이 있었는데 끝났어,일상
난 가끔 강아지와 아기 영상 일부러 찾아봐 힐링하려구,일상
돈 많은 백수가 최고의 직업아닐까?,일상
그 때부터 지금까지 되게 여러 사람한테 배신 당했던 것 같아.,죄책감
허거덩 그럼 한 쪽만 수술 한겨?,일상
허망하고 화가 나서 머리가 터질 것 같아,분노
가래떡 엄마가 떡집에서 뽑아 오면 조청 찍어 먹는 거 맛있지 않아?,일상
쇼핑 다니는 것도 힘들 것 같아서 안 나가니까 진짜 관심 가는 일이 일도 없다,무기력
진짜 이상한 거 많이 만들어,일상
긴장이 심해서 늘 몸이 딱딱하게 굳어져 있어요,불안
방법이 없는 거 같아,일상
이뿌다,일상
처형은 운전에 관심이 많자나,일상
젤 아쉬운게 저면서,일상
자꾸 눈치를 주니까 너무 힘들어.,자존감저하
난 그런 의미로 말한 건 아녔어...,일상
내 삶에 잃은 게 너무 많고 패배감이 들어,상실감
늘 혼자 있으니까 외로웠어요.,외로움
그래서 내가 너 갔는지 몰랐구나 키키,일상
나도 요가나 배워볼까?,일상
체력도 예전 같지 않아.,피로
처음엔 그런 선량한 모습이 좋았는데이제는 너무 싫어요.,분노
특히 첫째 아이를 볼 때 제일 그래요. 막 화가 나요.,분노
남자들은 이해 못하더라 키키,일상
몸이 처지니까 자꾸 성질이 나,피로
너무 고독하니까 정신병이 생기는 것 같아,외로움
오 전역 한지 얼마나 된거야?,일상
몸이 찌뿌둥하니까 더 비몽사몽이야,불면
그리고 끝까지 책임 지지 않은 제가 너무 원망스러운 거예요.,죄책감
"주말에는 집에서 나오지도 않고, 누워만 있어.",피로
언제 김볶먹고 족구 감?,일상
역시 스우파 덕이었구만 키키,일상
나는 한자랑 일본어 있었어,일상
쉽게 잠을 못 자니까 일상 자체가 힘들다,불면
다만 악에서 구하소서 맞는 거 같다 키키,일상
맨날 나만 피해를 입는것 같아,자존감저하
베네수엘라 엔젤 폭포 기억해둘께 키키,일상
오빠때문에 토 할 것 같아,식욕저하
너무 불안하고 초조해서 잠이 올 생각을 안 해..,불안
조마조마해서 극장을 못 가고 있어,초조함
이렇게 불쾌할 수가 없어,불면
집값이 진짜 너무 비싸다,일상
성질이 너무 확 뻗쳐서 이성을 잡고 있기가 힘들어,분노
애기 아빠가 옆에 있으면 더 늘어져,피로
속이 안 좋아서 뭘 할 수가 없어,식욕저하
아들이랑 약 먹고 죽어버릴까 생각도 해봤는데,자살충동
뭔가 진짜 웃긴다,일상
그럼 다른 일을 한번 해봐 너한테 맞는,일상
할로윈 선물도 준비하는구나.,일상
그냥 내 능력이 여기 까진가.,자신감저하
돈을 안 버니까 내가 불필요한 사람처럼 느껴졌어,절망감
나도 핸드폰으로만 하고 있어,일상
몸이 피곤하고 무거워서 집안일도 다 미뤄놨어,피로
난 안 먹어 봤어.,일상
습하지도 않아.,일상
맞아 그거로 충분해 대단해,일상
깊이 못자다보니까 다음날 일어나도 개운하지 않아요.,불면
죽고 싶다는 생각을 항상 하고 있었던 것 같아요.,자살충동
아 좋지 나 진짜 건강검진 받고 싶어,일상
요즘은 내연기관도 좋아져서.,일상
맞아 나 그거 챙겨봤었어 키키,일상
하하 넘 재밌죠,일상
근데 진짜 너무 많이 쪘어.,식욕증가
다 짜증나고 마음에 드는 게 하나도 없어서 미치겠어,초조함
나 게임 잘하는 남자가 이상형이라서 프로게이머 만나보고 싶음,일상
심각하다 싶을 정도로 계속 잠을 설쳐,불면
8일 정도 잠을 잘 못잤어.,불면
보건당국이 예방적 차원에서 접종을 중단했다는데 다시 재개될런지,일상
나도 오징어게임이라는 걸 이번에 처음 알았어요,일상
안믿기던데 사실일거 같으다,일상
아빠가 딸을 구한 직후 남친을 찾아가서 살해했다고 경찰한테 자백했대,일상
내가 여태 왜 살았나 싶어서 자괴감 생겨,상실감
자다가 꼭 누가 날 깨우는 것 같아,불면
남는 사람만 남는다고 하나둘씩 떠나갈수록 가슴이 너무 아파와요.,외로움
