utterance,intent
오히려 외적으로는 별로 안 다쳤는데 그냥 좀 제가 예민하게 반응하게 되더라구요.,초조함
키키 맞어 키키 바깥 세상을 자유로이 하하,일상
나는 항상 팔기만 했어 키키,일상
한국으로 오니까 막상 내가 더 외로운거야.,외로움
그렇겐 한데 가끔 모기나 벌레가 아파트보다 많아,일상
비싸서 전집은 못사주니까,일상
햄스터보단 차라리 이구아나지 키키,일상
안전하다는 느낌을 못 받은 지 오래됐어,불안
안심이 안 돼,불안
혹시 앱 알려 줄 수 있어? 하하,일상
그래 재난 영화 같은 거 보면 실제로 일어날까 봐 나도 무섭긴 하더라 키키,일상
언니는 왜 10월에 맞아요?,일상
키키 글치 키키,일상
그 소리 들으니까 가슴이 철렁했어요.,불안
니 말 들으니 안심이 된다. 고마워!,일상
응 아빠도 항상 손소독제 잘 사용하고,일상
데이트를 하다가 첫 키스를 하게 됐는데...뭔지 모르게 죄책감이 느껴지더라구요.,죄책감
엑셀이 편하지 하하,일상
지금 하는 게임은 꽤 오래 하는 중인 거 같아,일상
돈 쓸 곳은 어찌나 많은지,일상
영양제 안 먹어서 핫도그 묵고 영양제 때려 넣었네요 키키,일상
그래서 먹고 있던 우울증 약을 입안에 다 털어 넣었어.,자살충동
제가 스트레스를 폭식으로 푸는데 그 때 진짜 엄청 먹었거든요.,식욕증가
지금 호주에서 요소수 출발했대,일상
과제를 더 내주다니 최악의 교수님이다.,일상
그냥 자살하고 싶어요.,자살충동
아까 잡고 놔줬거든,일상
응응 일찍 자야 건강에 좋으니까 얼른자!,일상
"그렇게 밤을 세. 잠을 많이 자다가, 아예 안 자다가.",불면
슬프고 비참해서 간간히 담배 펴,슬픔
근데 막 그렇게 좋아,일상
"원래도 별로 행복하지 않았는데, 그때부터 제 인생이 불행해진 거 같아요.",절망감
헐 양주까지 가려고? 거기 예쁘대?,일상
나는 드라마보다는 예능 쪽이 내 스타일인데,일상
예민해진 게 심한 것 같아,식욕저하
나도 볼륨 펌을 할까?,일상
정기검진 다녀오면 슬럼프를 겪어,피로
김선호가 누군지 잘 몰라,일상
우리 부대는 참 맛있었어,일상
응응 살라고 키키 안그래도,일상
눈초리가 너무 매서워서 움찔거리게 돼.,자존감저하
너한테 알려주려고 그렇게 열심히 홈쇼핑을 봤나 싶네.,일상
너 어디야?,일상
그 이후에 통일에 대한 필요성은 나는 아직 잘 모르겠대,일상
키키 누룽지 만들면 너무 덥겠다,일상
키키 애3에서 니가 과연 그런말을 키키,일상
너무 께름칙해,불면
괴로울 정도로 나를 자꾸 다그치게 돼,죄책감
이러다 제가 병이 날것 같아요.,초조함
엄청 도시네 거기,일상
이번엔 꼭 붙었음 좋겠다...,일상
솔직히 자신감도 많이 떨어졌어,자신감저하
감시 당하는 느낌이 하루종일 들어,자존감저하
감정 조절이 안 되는 것 같아요,슬픔
응. 내일 놀고 술 먹고 오기로 해서 대중교통 타고 가려고.,일상
그래서 그런지 요즘 하루종일 우울한 생각밖에 안 들어요.,우울감
요즘 초딩들은 학원 진짜 많이 다니더라...,일상
오빠 직장은 회의 같은 거 많이 있어요?,일상
긴장되는 일 있으면 온몸에 피가 다 빠져나가는 거 같아요.,초조함
키키 맞아 나도 건물 하나 해서 누워서 편히 돈 버는 거 너무 하고 싶어요,일상
암튼... 지하철 타는 건 좋은데 환승해야하는건 진짜 귀찮다...,일상
시어머니한테 홀대 당하니까 나 자신이 하찮게 느껴지더라.,자존감저하
아빠에 대한 화가 떠오르면 아무것도 할 수 없을 정도로 분노가 치미는 감정에 휩싸이게 돼.,분노
키키 동영상 찍어야겠다 나중에 보게,일상
둘째는 지금 자요,일상
애기 아빠 때문에 너무 혼란스러워,초조함
그러닌깐요 집중하기가 어려울꺼 같아요,일상
어머 정말 엄청난 경험 많이 하셨군요,일상
너무 혼란스러워서 내가 나처럼 안 느껴져,초조함
교감 선생님이 겨우 저랑 그 어머니를 말리고는 면담을 하자고 하는데 눈에 뵈는 게 없었어요.,분노
"우비라도 사 놀 걸 그랬어,",일상
이미 다 까먹었음 키키,일상
다들 나를 흉보고 깔보는 느낌이야,자존감저하
인생이 다 허무해요.,감정조절이상
왕복 10만 원은 이제 우습더라...,일상
아 오랜만에 넷플릭스 좀 볼까,일상
내 인생은 시궁창이야.,자존감저하
아 앵두가 새끼를 낳았구나,일상
가방에만 들어있어서 신경을 못 쓴 거 있지.,일상
너무 힘드니까 식욕이 생기지 않아,식욕저하
응 보다가 책 뺏겼어,일상
이럴 때 링피트?,일상
근데 뚜꾸는 홍조 귀여워,일상
진미채랑 멸치 밑반찬 많이 챙겨온다 키키,일상
못 자는 게 계속 마음이 불안해서 그런 것 같기도 하고.,불안
근데 일본이랑 중국은 배 아팠나 봐 키키,일상
정신과 상담을 받아야 할 정도 참담한 심정이야,슬픔
친구들과 어울리다가도 집에 오면 외로워,외로움
아 검색하고 왔다 키키,일상
끝을 보고 나면 그 결과에 상관없이 공허함이 들더라고.,감정조절이상
같이 일하는 다른 알바랑 친해보이던데,일상
허르 진짜 그렇구나 ...,일상
시간이 갈수록 점점 외롭고 공허했어요.,외로움
그래서 요즘은 다 싫고 다 재미도 없어.,무기력
내 옛날에 블소 진짜 열심히 했는데...,일상
우와 부럽다...고슴도치는 키우기 어렵다는데 어때?,일상
할 일도 없는데 밤에 잠도 못 자고 괴로워 죽겠어요.,불면
뭔가 하고 싶은 의욕이 하나도 안 생기고,무기력
그거는 너무 징그러 키키,일상
애기가 미친 듯이 발길질 할 때 마다 아 이렇게 살아야 하나 싶어,슬픔
하이스쿨 뮤지컬1 다시 보고 싶다,일상
남자친구 어머니가 갱년기로 고생 중 이시래.,일상
키키 난 좀 힘들게 보낸듯해,일상
내가 내 마음대로 안 돼서 나도 힘들다.,무기력
남동생이 아직 어려서 뭘 모르고 그래서 걔 잘못은 아니지만 괜히 걔도 미워요.,분노
그래도 많이 즐거웠어,일상
세상에 진짜 내편이 없는 기분 아세요?,외로움
힘들어 죽을 것 같아.. 나 좀 자게 해줘.,불면
짜증나는 일이 많으니까 관계도 가지고 싶지 않아요,불면
장애인차별금지법 때문에 완화됐겠지만 정상인과 똑같은 편리함을 누리기는 어렵겠지,일상
알로에 팩도 좋죠 하하 피부에 맞는 팩을 찾아야 하는데,일상
응 많이 보는 종목이지,일상
앜 키키 나는 겨울솜이불이어서 이번에 겉에만 빼서 빨았다,일상
졸려가지고 제대로 일도 못했겠다,일상
무슨 전에 백주부님 하던 방송에서도 한번 나왔더라 유명한가봐,일상
이제 면접을 보러 오라고 해도 너무 긴장이 돼,초조함
내가 겪은 일도 아닌데 사람들 일이 전부 안타까운 것 같아,슬픔
"알러지약을 먹기 시작했을 때, 남편이 술먹고 12시 다 되서 들어온 적이 있었거든. 근데 그 이후로 갑자기 밤에 잠이 안오고 뭔가 불안하고 가슴이 떨리는거야.",불안
나사가 치킨 튀길 때 어디서 들어간 걸까,일상
나는 어학연수 갔다왔잖아,일상
저번에도 뭐 행사했다며?,일상
친구들은 전부 원하는 학교에 들어갔는데 나만 낙오자가 된 것 같았어요.,자존감저하
그래서 나도 네이비색 샀어,일상
"남편이 변한건데, 내 탓을 하니까 억울해.",슬픔
난 또 멀리 이사 가는 건 줄 알았네,일상
대학 졸업 할 때쯤에 생각이 진짜 많아서 힘들었어요.,초조함
나는 발표할때나 시선이 집중될때 어찌 할 바를 모르겠어.,초조함
진짜 잠이 안 깬다,불면
시댁때문에 하도 우니까 남편도 내가 불쌍했나봐.,슬픔
나랑 제발 배드민턴 같이 쳐주라,일상
응 좋아요,일상
키키 키키 민망했겠에,일상
너무 무기력하고 힘들어서 퇴근하고 돌아오면 술로 남은 하루를 다 보냈어요.,무기력
날씨가 좋으니까 여행 떠나고 싶다!,일상
아? 키키 미안 키키 헷갈려서,일상
오빠야는 음식 잘해 ?,일상
무료로 할 수도 있어?,일상
부상자가 24명이나 나왔단다... 아이구...,일상
배달음식도 만나서 결제하면 될 것 같은데,일상
이유없이 메슥거려,식욕저하
오늘은 자다 일어났는데 머리를 벽에 박고 싶을 만큼 불안했어요.,불안
그 때 너무 무서워서 울었어요.,불안
원주 갔는데 비행기 엄청 날아 다니더라구,일상
그 말을 그냥 넘겼던 내가 너무 후회돼.,죄책감
그만큼 재밌었다는 거겠지,일상
제가 이렇게 실패하는 것도 다 부모님 탓 같고,분노
엉 키키 버스 안 탄 지 겁나 오래된 거 같은데?,일상
개그프로를 봐도 즐겁지가 않아요,무기력
응 알아 그 빙하기 얘기였나?,일상
힘이 빠지니깐 앉을 곳만 찾아,피로
"저쪽은 취업을 했는데, 나는 계속 백수니까 주눅드는 것도 있고.",자신감저하
회의 때만 되면 박대리가 나 때문에 기분이 상한 것 같아 보여,죄책감
잠을 못 자니까 생각도 많아지고 너무 힘드네요.,초조함
청소하기 힘들어도 그러자.,일상
자만추를 추구하는 편이야?,일상
욱해서 혼자 소리를 지르기도 해,초조함
가 주로 짰어? 보통 남자들이 많이 짜긴 했는데 그것도 옛말말이긴 하지만,일상
그거 진짜 건강 다 버려,일상
컴퓨터 주인이 대학 교수님한테 받은 걸 44년간 소장 하다 이번 경매에 내놓은 건데 그렇게 팔렸다더라,일상
3살인데 너무 안타깝다,일상
제주도 1년살기 한번 가볼려고하는데 어때?,일상
나는 영어로 볼거야,일상
내가 잃은 게 너무 많다는 생각이 들고 그래서 실패한 거 같아,상실감
어떤 빙수 먹고 싶은데?,일상
내가 너무 우유부단하게 구는 거 같다,자신감저하
젊은 사람들이 많이 참여하는듯,일상
힘 빠져서 여행 다녀왔더니 더 심해졌어,피로
왜? 다른 사람이 무슨 화장을 하는 지 관심이 많구나?,일상
아이오닉 6는 펠리세이드만 한 거라던데 키키,일상
이상하게 중국음식 먹고 나면 꼭 콜라가 먹고 싶더라,일상
오아시스랑 비슷하구나!,일상
와 누나 치트키 쓰셨네요,일상
그렇게 돈 쓰는 게 미안하긴 하지만 대학만 잘 가면 된다고 생각했어.,죄책감
안 춥겠나 근데 ...?,일상
산책도 나가기 싫어,무기력
이제 슬슬 겨울옷도 다시 꺼내야겠다... 롱패딩이랑 코트랑 하하,일상
사람들 상담해주는게 이렇게 힘들 줄 몰랐어.,무기력
왜 이렇게 긴장이 되는 건지 내가 이해할 수가 없어,초조함
기분이 계속 다운된 상태였어요.,우울감
이번에 소개팅 받으려고,일상
근데 집 와서 생각해보니까 갑자기 막 불안해지는 거예요.,불안
이혼한 거 후회해,죄책감
작년에도 또 그래 가고 싶어하는 애들 있었다 아니가,일상
말을 많이 한 날이면 집에 가면서 왜 그런 얘길했나 후회돼.,죄책감
바디프로필 넘 넘 찍고 싶거든용,일상
미혼모로 사는건 정말 하루 하루 가시밭길을 걷는 기분이야,절망감
제가 그만큼 존재감이 없는 인간이란 뜻이겠죠.,자존감저하
오 나 길고양이 데려 왔는데 뭐부터 해야 할지 모르겠어,일상
아침 내도록 문자 친구랑 주고받더니 8시 되자마자 나갔어,일상
맨날 가서 이름을 모르겠네,일상
내가 모르는 게 너무 많으니까 너무 불안하거든.,불안
소화가 너무 안 된다,식욕저하
아까 지에스 편의점에서 사먹은 컵라면 진짜 꿀맛이더라,일상
뒷목이 뻣뻣해지네,일상
나는 내가 약간 똥손이라 그런 거 절대 못해 키키,일상
잠 안 와서 밤 꼬박 새고 회사 가면 몽롱한 상태에서 일하는 것도 미치겠고이대로는 못 살 것 같아요.,불면
내 답안지는 완벽했는데 대체 뭐가 문제일까?,절망감
당연히 알지 키키,일상
무염 닭가슴살을 먹어야 살이 빠지지,일상
애니? 난 짱구를 추천해,일상
임신 기간이 너무 길어서 초조하고 의욕도 줄었어,초조함
키키 좀 큰애야 키키,일상
크... 세상 멋있습니다 정말 키키,일상
난 완전 고맙지!,일상
유산될 위험 있다고 하니까 아무것도 하기 싫어지고 우울하다,우울감
쌤은 수영 해본 적 있어요?,일상
왜 말을 안 해,일상
적당히 해 너무 무리 하지 말고,일상
엄청 좋아하셨겠다,일상
비요뜨인가 이름이 그렇잖아,일상
요즘 서울 집값이 너무 올랐어요,일상
공군 혹시... 오늘 야간 비행...?,일상
마음가짐이 아니라 정말 장 쪽이 문제가 있는 건가 걱정되더라.,초조함
아기를 자꾸 못 가지니까 내가 너무 가치 없이 느껴지더라,절망감
역시 여자들은 제복을 좋아하는구먼,일상
쓸모 없는 인간이라고 치부해버리니까 내가 정말 쓰레기처럼 느껴졌어,자존감저하
우린 딸 하나 아들 하나야,일상
그중에 파스타 레전드임,일상
김연경은 다음달 상해로 간다며?,일상
저는 너무 속이 상했어요.,슬픔
우와 대단하다. 난 한번도 해본 적 없는데.,일상
키키 안돼 모기 물려 그리고 입 돌아가,일상
너희는 머리카락 관리 어떻게 해?,일상
언제 해보겠어 키키,일상
완전 맛있었겠다,일상
아메리카노 자체가 희석시킨 거라소,일상
낮에는 많이 졸고 컨디션은 바닥을 쳤지.,피로
난 주위에 좋은 사람이 없어,일상
그래 다른 곳으로 가자,일상
몸이 아프니까 우울함이 심해졌어.,우울감
그럴만 하죠. 이라크를 비롯한 중동 쪽 정세에 민감하지 않습니까.,일상
코로나 시국이라 마스크를 매일 해서 호흡기 질병은 덜한 듯하다 키키,일상
뭔가 하루종일 이렇게 들뜬 기분이다 보니까 잠도 잘 안 와.,불면
뉴스를 보면 내 잘못인 것처럼 느껴져서 이상해,죄책감
생각하고 싶지 않은데 계속 생각나서 너무 괴로워.,무기력
그래서 모닝도 생각 중이야 최근에는 키키,일상
한동안 계속 집에서만 생활했어.,무기력
세워진 신호등보다 훨씬 편해 하하,일상
일단 공영주차장에서 주차비가 절반까지 할인 되지 키키,일상
찌뿌둥해서 파스를 많이 써,피로
그냥 잠자다가 내가 죽었으면 좋겠어.,자살충동
요즘 왜 이렇게 하나도 즐겁지가 않냐.,무기력
그래도 꼭 한번 토이푸들은 키워 보고싶네,일상
그냥 그날 습득한 단어관련 스페인음악을 유튜브에서 찾아서 틈틈히 들어,일상
확 뛰어내리면 다 끝나지 않을까?,자살충동
엄마 돌아가시고 나니까 너무 미안한 거예요.,죄책감
부동산 가격 언제 내릴까,일상
키키 우리 감자도 8살일까나...,일상
진짜 미친거같아 키키,일상
아니거든! 그렇게 말하지 말라고,일상
와 님은 눈여겨보셨나봐요,일상
아핳 함 연락해보자 미리 선점해야하닝,일상
대기업 가서 돈 많이 벌고 싶어,일상
지금 백신 접종률 올라갔다고 너무 풀어지는 거 아닌가 몰라,일상
내 책임이 없는 일도 다 내 잘못 때문인 거 같아,죄책감
시어머니 만나면 너무 떨려,초조함
글램핑은 나도 한번도 안가봤는데 키키,일상
자기 객관화가 좋네 키키,일상
학원이 없어지게 생김,일상
집에 있으면 괜찮아서 거의 집에만 있어요.,무기력
친구도 없고 누구 사귀는 것도 어려워서 외롭고,외로움
이번 주말에 낚시하러 갈래?,일상
전부 나를 업신 여기는 것 같아서 힘들어,자존감저하
낮에는 괜찮은데 밤에 어두워지면 더 불안해지거든요.,불안
키키 대리 만족 하는데,일상
재검 해야 한다고 해서 기분이 안 좋아,우울감
막 화났다가 슬펐다가 혼자 막 난리가 나거든요.,초조함
연말까지 천만회분 이상의 치료제 생산이 가능할거래,일상
사주면 가 이뻐 해줄 꺼야,일상
시댁에 있으니까 체중이 줄었네,식욕저하
저도요 진짜 청약 됐으면 키키,일상
그래도 다른 사람에게 피해를 줄수도 있는데 그게 선택의 문제가 될까?,일상
거기도?있나 아 키키,일상
키키 요즘 엄청 건조해서 수분 크림 듬뿍 바르고 있어,일상
그니까 돈 많은가봐 키키 또주자 하고,일상
나 혼자서 병원에 가서 대기하고 있으면 너무 초조하고 몸도 무거워,초조함
어린이축구교실 같은거 보내고 싶은데 힘들려나?,일상
아! 먹어본적있어 케이크 ? 같은걸로,일상
사실 나도 감기 걸릴 일이 잘 없긴 한데,일상
키키 아냐 원래 연애 못하는 애들이 상담은 잘해주잖아 키키,일상
소리가 크게 날까봐 제대로 코를 풀지도 못 해요.,초조함
집값이 정말 너무 올랐어,일상
거기도 나름 출퇴근 있던데,일상
왜 째려보지,자존감저하
몸이 무거워지니까 괜히 신경질만 나,초조함
가족의 생일은 챙기기 정말 어렵다,일상
전기장판이 있는데도 틀 수가 없었어요.,일상
신랑이 그렇게 원망스러울 수 없어,분노
기부 때문에 그러는거에요?,일상
그런갑네 다들었나 회식전애 다 들어야되는거 아닌감,일상
요즘 가을인지 겨울인지,일상
키키 오 맞어 막 대기권 같은 사진 날씨 아나운서가 가리킬 거 같이 생긴 거 문제로 나오고 그랬지,일상
난 내일 맞는데 무서워.,일상
사는 게 하루하루 너무 갑갑하고 짜증나요..,초조함
기사보고 놀랐어요,일상
여자도 의무였으면 진짜 앓는 소리 많이 했을 듯,일상
그러게 전부 다 디자이너 브랜드 그런 거 아님?,일상
폭행 당하다가 빠져나와서 겨우 신고해서 잡아갔대,일상
남들과 나를 비교하고 나만 너무 떨어지는 것 같아,슬픔
좀 키우기 편한 반려동물로 알아봐야겠어 키키,일상
같은 병실을 쓰는 환자들을 보니까 불안해지기 시작했어요.,초조함
근데 그걸 보다 보니까 내 건강이 너무 걱정되는 거야.,초조함
그거 말고 구슬치기나 징검다리 건너는 게임도 했어?,일상
독극물로 할지 목매달기로 할지 고민이에요.,자살충동
그렇군요. 여행이 정말 가고 싶어서 손이 떨릴 지경이네요.,일상
남편이 있는데도 혼자인 것 같아 허무감 장난 아니고 서글프네요,슬픔
마음을 다스리는 게 힘들어.,슬픔
나 때문에 다 실패했어,죄책감
그거 태안 사고 우리 어렸을 때 아니에요?,일상
애 걱정에 밥을 적게 먹어요,식욕저하
그런데도 불안해서 잠도 못 자겠고.,불안
왜 그만두게 된 거야?,일상
근데 순찰차에 모자를 태우고 시민들에게 양보운전을 부탁하면서 병원까지 속력을 냈다고 하더라고,일상
응 맞아 그래서 알리바바 회장도 끌려갔었어,일상
나도 요즘은 군대도 마음대로 못간다고 해서 놀랬어,일상
같이 여행 다니는 거 아닌가 몰라 키키,일상
잠을 너무 설쳐,불면
너무 외롭고 슬프고 우울하고,우울감
공부도 너무 어렵고 수업을 못 따라가니까 학교만 가면 우울해요.,우울감
처음엔 말도 안 통하고 음식도 입에 안 맞아서 힘들었어요.,무기력
이너랑 해서 따숩게 입고 다녀야겠다 추위 많이 타면 감기도 잘 걸릴텐데,일상
큰일이 날 것 같은 느낌 때문에 초조하고 숨이 차,초조함
작년 초부터 너무 집중이 안 되는데.,집중력저하
이번에 사유리가 정자 기증 받아서 애 낳은 게 이슈라며,일상
이젠 예쁘던 시절로 돌아갈 수 없다는 생각이 드니까 자꾸 비참한 것 같아,슬픔
삼겹살에 명이나물 최고인거 알지?,일상
sf 판타지 영화인데 내가 그쪽 장르를 좋아해서 재밌게 봤어,일상
입맛이 떨어지고 두통도 있어요..,식욕저하
그래서 자기 옷 브랜드도 낸거 같더라,일상
... 학자금 대출은 다 갚아 가낭?,일상
수면제 20알을 한꺼번에 먹으니까 눈을 떴을 때 12시간이 지나있데.,자살충동
그거 전기자전거야,일상
눈물샘이 고장 난 것 처럼 눈물이 나요,슬픔
짜증나서 그런지 자다가 막 소리를 지른대,불면
그래? 누구 잘하는데 없었대?,일상
일할 때보다 더 체력이 떨어진 것 같아.,피로
나는 군복도 치마가 있었으면 좋겠어,일상
맞아 날씨가 이상해,일상
사람들의 눈총 때문에 힘들게 느껴져,자존감저하
이렇게 힘이 많이 빠진 게 내 인생에 처음이야,피로
국가안보를 위협 하는 영화가 있어?,일상
네 그래요 엄마 시간 많이 낼게요,일상
근데 시험 준비가 진짜 너무 힘들더라구요.,무기력
아버지의 빈자리가 너무 컸어요.,감정조절이상
한 동안 직접 학교에 등교하는 일이 없었던 학생들의 언어사회능력이 많이 떨어졌다는 연구결과가 있어.,일상
사람이 많은 곳이면 마음이 더 불안해지고 심장이 가빠지는 것 같아요.,불안
그래서 그 후로는 안 했는데 요즘 학교 때문에 힘들어서 그런가,무기력
그래서 요즘 계속 이런 기분이 들어서 너무 힘들어서,무기력
"저도 걱정됐지만, 딸에게는 걱정말라고 했어요.",초조함
멍을 너무 심하게 때리니까 사람들이 이상하게 생각하더라,우울감
헐 너무 더럽다 그걸 어디서 써?,일상
돌돌 돌려서 바르는 그거?,일상
자꾸만 후회하는 내가 싫어져,슬픔
안 돼 너 그걸로 계속 미뤘잖아,일상
사람으로 취급을 못 받는다는 기분이 들어.,절망감
키키 나도 너 놀러오면 너무좋지!,일상
신랑이 출근하고 나면 너무 공허하고 쓸쓸해져,외로움
정말 키키 통역도 되고 길도 잘 알고 최고,일상
그래도 가전이니 오래 쓰고 버려야 아쉬움이 없어,일상
갑자기 내가 예민해진 걸까,우울감
내일이면 퇴원하는데 얼른 이 지옥에서 벗어나고 싶어. 너무 괴로워.,무기력
성격이 점점 더 소심해지네,자신감저하
누가 뒤따라 오는 느낌이 들어서 너무 힘들어,자존감저하
아무 이유 없이 좌절감이 느껴져,절망감
저희 집은 더울 때 한번 추울 때 한번 여행을 다닙니다.,일상
어제 다녀온 동물원 아주 좋았어,일상
형이라면 뭐든 잘할 거야,일상
키키 아우 살 탄내? 그 오징어 냄새 같은 거지?,일상
집으로 오는 길 내내 울었던 것 같아.,슬픔
주유소 아르바이트 해본 사람 손,일상
참 허무하구나..,감정조절이상
유산하고 좌절감에 빠지게 됐어,절망감
머리가 터지든 마비가 오던 금방 죽어버렸으면 좋겠어요.,자살충동
데이 신경 많이 쓰는 편이야?,일상
너는 이사갈 계획 있어?,일상
유산하고 부터 사람들이 날 보면 손가락질할것 같았어,자존감저하
너무 힘이 없어서 일상 생활이 힘들어졌어,피로
스트레스 때문인지 고등학교 때부터 불면증이 생겼어.,불면
오늘 오후에 등산 갈래?,일상
와 배낭 여행 개부럽다,일상
"지금은 운동도 쉬고 있는데, 살이 왜 빠지는 거지?",식욕저하
나도 그래 밖에 잘 못나가고,일상
간절히 바랬던 임신인데도 뭔가 허무하고 슬퍼져,슬픔
서핑 한번 해봄 나는,일상
입원한 지 오래 돼서 그런지 점점 쇠약해지는 것 같아요,불면
그러다 앙심품으면 어쩌려고,일상
아 갈비 말하니까 갈비 너무 먹고 싶어 키키,일상
그러다가 또 시험에 떨어질까봐 걱정이 됐어요.,초조함
테니스 너랑 정말 잘 어울릴거 같아,일상
언니네서 배달해먹고 울동네는 왜 없냐고,일상
아침에 상쾌하지가 않아,불면
에너지 드링크는 별로인 것 같아,일상
아무도 날 이해해주지 않아.,외로움
몸이 너무 피곤해서 눕기만 하면 자는 것 같아.,피로
아직은 돈이 많이 들긴 하겠지만 우주선타고 우주갔다가 다시 오는거 지금당장은 아니지만 이제 시작했으니 언제가는 대중화 되지 않을까요,일상
그냥 대중교통 타고 다녀.,일상
밥을 안 먹었더니 10kg 정도 빠졌어.,식욕저하
트럼프는 정말 뜬금없었지,일상
전기자전거를 알아봐야겠다.,일상
나도 그렇다! 뭐.,일상
헐 대박 여친이 2년 기다려 줌?,일상
그러니까 보드 게임 엄청 많던데,일상
맨날 집에만 처박혀 있으니 슬럼프가 와,피로
한번 그러고 나서는 건강 걱정이 많아졌어.,초조함
근데 요즘 진짜 이상해요. 입맛이 없어요.,식욕저하
일단 지금은 돈다고 시끄럽다 키키,일상
그래요. 파스퇴르도 좋죠.,일상
운동하는 것도 괜찮아보이던데요,일상
다모을라고 햇는데,일상
내가 거의 주로 짠것 같아,일상
아 중국도 좋은 일을 했나 보네?!,일상
정촌에도 그 버스 오던디!,일상
아 진짜 짜증 나 죽겠어 키키,일상
어쨌든 요즘 너무 우울하고 힘들어.,우울감
당연히 봤지 내일 한국도 예약 받는다고 들었어 하하,일상
너무 힘들고 고통스러웠어.,무기력
계속 널부러져 있는 것도 집에 와서만 그래,불면
갑자기 청력을 잃게 될까 봐 걱정되고 불안해,초조함
낼은 유니폼 세탁기 돌려야 해,일상
모든 게 다 남편 때문인 것 같아서 얼굴 보기만 해도 화가 치밀어 올라.,분노
안 그래도 스트레스 받는데 요즘 모든 게 다 짜증나요.,초조함
게임 좋아 하는 사람,일상
인생을 낭비하고 있는 기분이야.,죄책감
너무 심하게 살이 빠졌어,식욕저하
키키 근데 할 말이 없다 키키,일상
우울해 죽고 싶어요,우울감
유럽의 많은 국가들은 다시 봉쇄를 검토하고 있다고 해.,일상
나 자신에 대한 확신도 없고 사는것도 힘드니까 친구들도 안 봐,자존감저하
다이어트를 하려고 하는데 뭘 먹어야 할까요?,일상
금방 빠짐 키키,일상
저도 없어요,일상
아빠가 달걀도 배송 오는 게 신기하다고 하더라 키키,일상
기본적으로 맞춰져 있어서 부당대우는 안 받잖아.,일상
꼭 알려줘!,일상
딱 그날 놀고 끝이었구나,일상
몸이 무거워지면서 배가 불러도 계속 먹게 돼요,식욕증가
요즘 티비를 안보니 티비 속 광고도 잘 모르겠네,일상
"그치 자칫 내 목숨도 위험할 것 같다는,",일상
기분탓인지 너무 빨리떨어지는느낌?,일상
대신 식물성 단백질 섭취할수 있는 걸 넣나봐,일상
그렇다면 함부로 강아지를 버리거나 혹은 학대하는 경우 범죄자를 찾는데 도움이 될 거 같아.,일상
앞으론 더 심해질 것으로 봐야죠.,일상
예전에 선보던 생각이 나네요.,일상
너랑은 안 친했어?,일상
인테리어도 구경하고 키키,일상
졸리니까 더 늘어져,불면
결혼하고 나니까 마음의 병이 생기는 것 같아.,우울감
독박 육아 할 거 같아서 너무 억울해,죄책감
서울 쪽이라서 집 구하는 게 힘들겠다,일상
곧 아기 얼굴 볼 생각하니까 너무 떨린다,초조함
매일매일이 불행하고 불안했어요.,불안
맞아 그거 식감이 너무 좋아,일상
와 진짜 뚜껑 열리는 것 같아,분노
다이어트 망해가고 있는 것 같은데.,일상
그 차는 아버지들의 요즘 드림카잖아 키키,일상
남편때문에 인생 끝내버리고 싶다,자살충동
돈만 해결되면 되는데 이게 해결하기가 쉽지 않으니까 더 답답하지.,초조함
일교차가 심해도 너무 심하네.,일상
내가 키워볼게,일상
자다가 숨을 안 쉬어,불면
키키 그게 한 끼로 든든하잖아,일상
"그러니까 매일 스트레스 받는 거야. 꼴도 보기 싫은데, 진짜.",분노
계속 욱한 게 지속되는 것 같아요,분노
정말 화가 나.,분노
"아, 진짜 엄마 아빠 왜 저러지? 너무 짜증나.",초조함
생각만 해도 너무 신나,일상
그래 경주가 바닷가가 멋있다니까.,일상
희한하네 그럼 다른 운동을 해,일상
그게 사람마다 다르다고 하는데 한번 쳤을 때 나오는 점수가 내 점수래,일상
이런 집에 시집 온 거 너무 억울하다,죄책감
가끔은 그런 생각이 들어. 진짜 아무 것도 못 하겠다는 생각.,자신감저하
거의 식비로 많이 지출하는 듯 키키,일상
방 밖으로는 한 발짝도 떼기 싫어.,무기력
자다가 계속 움직이니까 잠을 잘 수가 없어요,불면
전 저녁먹고나면... 키키,일상
답답해서 집안일도 제대로 못 하겠어,초조함
다음에 밥이라도 한 끼 하자.,일상
우리가 다 그렇지 뭐.,일상
그치? 옷 사는 재미가 없어... 괜찮은 옷이 없어서,일상
은근 그게 더 재밌기도 해,일상
그런거는 안 키워봤고 거지 키우기는 해봤어.,일상
그런 잡생각이 계속 들어서 잠이 안 오는 것 같긴 해요.,초조함
무리도 안 했는데 피곤하고 멍해,피로
아 진짜 이 정도면 그냥 안 좋은 자세에 허리가 적응해야 하는 거 아니가 키키,일상
육아 때문에 걱정이 커서 아무것도 못 하겠어,피로
흐리멍텅한 이유를 모르겠어요,불면
아무 것도 먹고 싶지 않아서 죽을 것 같아,식욕저하
"공휴일, 주말에 우울감이 더 심해요.",우울감
키키 타봤지,일상
왜 살아야 하는지 모르겠고 쓸쓸해,외로움
그래서 너무나 아쉬운 이마음?,일상
도라에몽 그 주머니는 가지고 싶더라,일상
어느산 올라가봤어?,일상
뜬눈으로 밤을 꼬박 새울 때도 있어.,불면
