utterance,intent
삶을 체념하게 돼,절망감
맨날 혼자 있어야돼,외로움
근데 지난 번에 학교 가려고 셔틀을 탔는데 갑자기 엄청 불안한 거예요.,불안
그래서 엄마한테 너무 미안해요.,죄책감
병원이 너무 불친절해서 욱하곤 해,초조함
식욕이 떨어져서 내 생애 처음으로 쇄골을 봤음.,식욕저하
출산이 마음처럼 안 되니까 속상해요,슬픔
지금도 너무 힘들어요.,무기력
중간에 내릴 수도 없는데 증상이 나타나니까 너무 괴로운거 있지..,무기력
선이 많이 들어오네,일상
계속 깨서 너무 힘들다,불면
동네북처럼 대하니까 너무 절망스럽고 애통해,슬픔
육아 슬럼프 온다,피로
외로움에 사무치는 것 같아,외로움
엄청 피곤해서 누워도 정신은 말똥말똥하고 새벽까지 뒤척거리고,피로
자기 직전에 걱정이 많아지면서 세상이 느리게 느껴져,초조함
근데 요즘엔 특히나 더 못자고 있어요.,불면
하 말 잘하는 애들 부러워,일상
친구한테 실수한 거 같아,일상
불안함에 항상 시달리니까 잠도 못잤어요.,불안
엄마가 나한테 기대가 너무 큰 거 같아서 부담스러워,일상
인생 노잼시기가 온 것 같아서 우울해,우울감
옆집 사람이 나한테 해코지할것 같아서 걱정이야,자존감저하
휴대폰 충전기도 까먹었다,일상
입맛도 없고 너무 우울해.,우울감
온 몸에 힘이 없고 무기력하고 불면증도 있어,우울감
나도 어디 아플까봐 하루종일 맨날 불안하고,초조함
살 길이 막막하니까 친구들 만나는것도 의미 없이 느껴졌어,절망감
마음이 하루종일 붕 떠 있고 멍하고,우울감
임신 후부터 수면장애가 너무 심해,우울감
힘차게 시작,일상
가스비 너무 많이 나왔다.,일상
누굴 만나면 어떻게 얘기해야 하나 걱정도 되고,초조함
나도 나를 알 수가 없다니까,슬픔
내가 내 자식에게 짜증 좀 낼 수 있지.,초조함
피곤해서 그런지 아직도 잠이 덜 깬 것 같아,불면
친구들 만나서 하소연하면 한심하다는듯이 눈을 흘기니까 자꾸 더 움츠러 들게 돼,자존감저하
심하게 불안해서 지하철을 못 타,불안
내가 나서면 항상 상황이 안 좋게 바뀌는 거 같아,죄책감
낮에 집에 혼자 있으면 너무 안절부절해,초조함
술 마셔도 안 취해,일상
나 왜 자꾸 서운한 마음이 드는 걸까,슬픔
일을 나만 해,일상
그리고 당장 실업자가 되버린 거니까 허무했어요.,감정조절이상
나중에 창업해야 겠지,일상
빨리 티셔츠 사긴 해야해,일상
30대를 바라보고 있는 나이여서 불안해요.,불안
그냥 무념무상상태인데 슬퍼져,슬픔
너무 오래 뒤척거려서 밤마다 힘들어,불면
이런 무시들이 반복되니까 너무 화나고 속상해요.,분노
침대에 누워서 아플 때마다 이리 뒤척 저리 뒤척 하다 보면 눈물만 나.,슬픔
먹는 것도 귀찮게 느껴져요.,식욕저하
대충한 거 아닌데,일상
임신 중에 남편이 성매매하는걸 알고 생지옥이 따로 없었어,절망감
딸 보자마자 내가 뭔 짓을 한 거지 싶어서 정말 후회했지.,죄책감
고독한 게 인생이란 걸 느끼고 있다고 해야 하나,외로움
면접보는데 얼어서 말도 못하고.,초조함
아침에 가장 긴장이 심한 거 같아,불안
감정변화가 너무 심해져서 나도 나를 알 수가 없어,슬픔
시부모님이랑 같이 살다보니까 내 의견 같은건 전부 포기하게 됐어,절망감
비관적으로 생각하게 돼서 의욕이 안 나,우울감
유독 남자한테 화가 많이 나.,분노
아기한테 미안하고 미쳐버릴 것 같아,슬픔
희망을 짓밟히는 기분이 항상 드는것 같아,절망감
요새 자꾸 사람을 증오하게 되고 이런 내 자신이 허망해,분노
살고 싶지가 않아요,자살충동
속이 너무 더부룩하다,식욕저하
기분이 개 다운이야,무기력
낭만이 없어,일상
이 때부터 식사도 잘 못 하고 매일 잠도 못 자요.,식욕저하
사소한일에도 상처받고 울기도 하고,슬픔
더 쪄버리면 안 되는데 미치겠어요,식욕증가
사람으로 취급을 못 받는다는 기분이 들어.,절망감
나 같은게 아기를 잘 키울 수 있을까 싶은 생각이 드니까 너무 괴롭더라,자존감저하
밤마다 잠이 너무 안 온다,불면
이젠 진짜 참으면 안 될 것 같고 참고 싶지도 않아,분노
좀밖에 못 자니까 돌아버리는 기분이야,불면
임신한 거 자체로 난 너무 답답해,초조함
싸돌아 다니지도 못하니까 사는 게 사는 게 아니야,외로움
나 때문에 오빠가 원하는 걸 못 하는 거 같아서 불쌍한 마음이 들어,죄책감
맞어 그거그거 키키,일상
난 만화에서 보고 익숙해졌어,일상
정신 차리라고 윽박지르기만 하지 진심으로 날 걱정해준 사람은 없었어.,외로움
평생 남 눈치만 보다가 이렇게 우울해진 건데 내가 왜?,우울감
잠을 못 자니까 계속 멍 때려요,불면
조교하면 공부하기 힘들겠지.,일상
집에만 있으니까 더 힘이 없네,피로
나 때문에 모든 게 망가진 거 같아서 몇날며칠 너무 괴로워,죄책감
깨겠나,일상
시어머니랑 둘이 하루종일 집에 있으면 숨 막혀요.,초조함
이런저런 생각을 하다 보면 멍해져요,우울감
우울하고 집중이 안 돼서 운전도 못해,우울감
누구랑 결혼해야 할까,일상
자율주행 자동차 언제 나오냐,일상
그 사건 이후로 불면증이 생겼어요.,불면
더 이상 남편과 살다가 내 명에 못 살 것 같아,분노
사소한 것도 결정하는 게 너무 오래 걸려,자신감저하
그 다음부터 멍하고 어지럽고 가슴이 답답해.,우울감
멍청하다면서 막 흘겨보니까 어디론가 숨고 싶었어,자존감저하
놀아 줄거지,일상
공허감과 허망함이 너무 심해,슬픔
어차피 아무것도 내 마음대로 안되니까 희망도 없어졌어,절망감
깊이 자지도 못하고.,불면
살이 빠지는 이유를 모르겠어,식욕저하
이렇게 스트레스 받으면서까지 운전을 해야 하나 싶기도 하고 너무 괴로워.,무기력
남편이 시어머니 편 들면서 자꾸 쏘아보니까 주눅들게 돼,자존감저하
혼자 있으면 아예 잠을 못 자고 더 우울해지는 것 같아,우울감
남편 안 그래도 일 바빠서 힘들 텐데 미안하지,죄책감
힘들고 외로운 시간이었어.,외로움
죽어버려야겠어,자살충동
이렇게 뒤척거리기만 하다가 평생 못 잘까봐 겁이 나,불면
너무 짜증나.,초조함
육아 걱정에 살만 쪄,식욕증가
알바 생각보다 힘들다.,일상
좋아하는 음식을 봐도 아무 생각이 없어.,식욕저하
내 자신을 보는데 너무 달라져서 마음이 아팠어,슬픔
집안 사정도 안 좋아지고 학점도 많이 떨어져서 힘들거든요.,무기력
전화는 왜 갖고 다녀! 안받으면서,일상
운동을 해도 우울해,우울감
걱정만 쌓이고 잠도 못 자니까 진짜 죽고 싶어,우울감
그럼 우울감이 너무 심해져서 그 때 몸무게가 10kg가 빠진 적도 있어.,우울감
밥 먹다 옷에 흘렸어,일상
2키로나 쪘어.,일상
지하철 타면 탈력감 심해져,피로
정말 그렇게 우울한 적도 없었어.,우울감
소화가 안 되는 이유는 짜증나서 그런 것 같아,식욕저하
남편 생각할 때마다 입맛도 떨어지고 무기력해져,식욕저하
애 준비해서 유치원도 보내야 하는데 다 귀찮고,무기력
머리 어떻게 깎을까?,일상
사방에 사람들이 많아지니까 이상하고...불안하더라.,초조함
스트레스때문에 살찐다,식욕증가
아무것도 마음대로 결정할 수 없는 내 자신이 너무 하찮아.,자존감저하
진짜 죽여버리고 싶었어요.,분노
자꾸 스스로를 심하게 다그쳐,죄책감
최저임금 올랐다는데 월급은 왜 똑같지?,일상
누군가 쫓아오는 느낌도 들어서 퇴근할 때는 항상 엄마랑 통화하면서 와.,초조함
신랑이 너무 답답하고 짜증나는 감정이 안에서 자꾸 쌓이고 있어,분노
안나가고 뒹굴거리고 싶어,일상
내가 돈 생각만 하면 답답해서 잠이 안 와.,초조함
니 상사는 누구니,일상
해외 달고나는 한국꺼랑 많이 달라?,일상
집에 가면 가족들에게도 짜증만 내다가 바로 잠들어.,초조함
내 자식 버린 죄를 받는 것 같이 죄책감이 들어요.,죄책감
힘든 일 겨우 이겨냈다고 생각했는데 정말 요즘 하루하루가 너무 지옥같아요.,무기력
시선이 자꾸 느껴져,일상
나는 티미의 수호천사도 봤어,일상
"가만히 한 자리에 있으면 답답하고, 도망 다니고 싶어요.",초조함
목까지 토가 찬 기분이야,식욕저하
나도 이제 아재인가,일상
그게 제일 미안하죠 둘 다 공부도 곧잘 했는데,죄책감
나는 항상 똑같은 기분 상태라 잠도 똑같이 자거든.,감정조절이상
슬플 정도로 적적해지는 것 같아,외로움
내가 너무 예민하게 굴어서 나도 힘들어,초조함
몸 상태가 너무 안 좋아서 자살하고 싶다,자살충동
나도 채소를 많이 안먹어서 채소 섭취량좀 늘려야겠어,일상
거울로 내 모습 볼 때마다 너무 슬프고 절망적인 것 같아,슬픔
필름 카메라 샀어,일상
이런저런 걱정이 많다 보니까 아무래도 기분이 항상 처져 있어.,우울감
시어머니 앞에서 과도하게 긴장해요,불안
왜 이렇게 안 개운한지 모르겠네,불면
긴장을 해서 그런가?,초조함
이유는 모르겠는데 기면증이 생긴 것 같아,불면
아울렛 쇼핑 재밌다.,일상
다이어트 성공하고 싶은데,일상
여자친구랑 종교 때문에 다툼,일상
어떻게 이렇게까지 서글프고 허무할 수 있을까,슬픔
내가 먼저 임신을 해서 아가씨가 기분이 상한 거 같아,죄책감
원래 이렇게 많이 졸리고 피곤한 건가?,피로
아기때문에 뒤척거리거든요,불면
키키 시켜 놓으면 새벽에 갖다 놔,일상
아빠를 어렸을 때부터 너무 미워해서 그런지 지금은 아무렇지 않았는데.,분노
더 끔찍하게 외롭고 고독한 것 같아.,외로움
내 인생이 허무하고 의욕도 없다,상실감
못 자는 게 계속 마음이 불안해서 그런 것 같기도 하고.,불안
신랑때문에 식욕도 없고 무기력하기만 하다,식욕저하
안 그래도 스트레스 받는데 요즘 모든 게 다 짜증나요.,초조함
사는 게 쓸쓸하고 적적해요,외로움
방학이 끝났다니,일상
아 건강한맛일거 같다,일상
감시 당하는 느낌이 하루종일 들어,자존감저하
시험 공부 언제 다함,일상
내가 괜히 계단을 써가지고 출혈이 생긴 거 같아,죄책감
변성기 다 지나면 다시 오라고 했는데 너무 절망적이었죠.,절망감
과식해서 소화가 안돼,일상
나도 그래서 차 산 거잖아,일상
비 오기 시작하네,일상
사이코가 너무 많아,일상
병원에 계속 있어서 그런지 체중이 과하게 늘어났어,식욕증가
목 말라,일상
어제는 전화 받아서 가만히 듣고 있는데 너무 죽여 버리고 싶은 거예요.,분노
버스가 안와,일상
계속 졸리고 피곤하고 무기력해,무기력
괜히 휴직한다고 했나봐,죄책감
우유부단한 내가 너무 답답해,자신감저하
그 증상이 제일 불편하고 힘드네요.,무기력
아버지가 어거지로 시킨 일이라정말 죽지 못해 하고 있는데인생이 전혀 행복하지 않아요.,무기력
사람이 언제 홱 바뀔지 모르니까 항상 초조하지.,초조함
시어머니랑 같이 살자고 한 내 잘못이야,죄책감
나 요즘 너무 괴로워,무기력
이러고 싶지 않은데 자꾸 욱해,초조함
빨리 정규직 하고 싶다,일상
애가 기형이 생긴 건 내 잘못이야,죄책감
몸무게가 많이 줄었어요.,식욕저하
만든 사람,일상
저희 가족에는 별 관심도 없으시는 게 너무 야속해요.,분노
맞벌이라 일을 쉬고 임신준비에만 여념 할 수 없으니까 너무 피곤한 것 같아,외로움
잠이 올 것 같지가 않아,불면
떨리나봐,일상
집에서 맨날 방에만 있으니까.,무기력
이유 없이 누가 저를 해코지할것 같다는 생각이 자꾸 들어요,자존감저하
그냥 죽고 싶어요.,자살충동
오빠때문에 토 나와,식욕저하
커피가 너무 써,일상
아무것도 못 하겠어서 죽을 맛이야,피로
회사 일이 많아져서 피곤하고 졸려,피로
근데 오늘부터 뭔가 계속 엄청 불안해.,불안
아들이 아니고 딸이라는데 정말 자괴감 느껴,죄책감
예정일이 되었는데도 소식이 없어서 초조한 마음이 들어,초조함
루저가 된 것 같아서 마음이 너무 아파.,자존감저하
나도 의미 없긴 해,일상
피곤해서 아무 것도 안 먹고 일도 하기 싫어,식욕저하
감시 당한다고 생각하니까 아무것도 마음대로 할 수가 없어요,자존감저하
속에 기름이 찬 것 같아,식욕저하
별로 자지도 못 해,불면
그러고 나서 바로 후회하고 아들한테 설명하려고 했어.,죄책감
아기 잃고 희망도 잃었어,절망감
나쁜 짓인 건 알아요. 그래서 후회하는 거고,죄책감
친구들이나 사귀는 사람이 타거나 잘 모르는 타인과 탈 때는 긴장을 하게 되는 것 같아.,초조함
혼자 자게 되면 특히 자주 깨,불면
제가 충분히 아름답고 건강하질 않아서.,자존감저하
남편이 무심한 게 다 내 잘못 같아,죄책감
요새 남편이랑 싸움이 잦아서 너무 피곤하고 멍해,피로
배터리 간당간당,일상
눈 좀 안 왔으면,일상
계속 슬프니까 허무한 것 같아요,슬픔
낮잠 잘 때 특히 더 뒤척거려,불면
저도 가족들이 그리울 때도 있지만.,슬픔
아이돌 오빠들 좋아,일상
모공 점점 커지는 것 같아,일상
인생이 망했다는 생각이 들어,상실감
고시원에서 나가고 싶어,일상
차 진짜 막힌다 어떻하니,일상
나 진짜 바보 같지?,자신감저하
한동안 무기력했는데 요즘은 정신 차려서 다시 열심히 살고 있어요.,무기력
근데 그 후부터 운전만 하려고 하면 엄청 불안한 거야.,초조함
조마조마해서 극장을 못 가고 있어,초조함
나도 이벤트가 되다니!,일상
이유없이 성욕이 줄었어,불면
또 폭식했다.,일상
너무 피곤하고 몸이 무거워서 힘들어,피로
식욕저하 때문에 계속 밥을 못 먹어서 정신이 몽롱해.,식욕저하
내 스스로가 너무 쪽팔려서 죽을 거 같아,죄책감
모든 게 다 내 잘못처럼 느껴지고 내가 틀렸다는 생각을 해,죄책감
너무 억울하니까 뭘 먹고 싶지가 않아,슬픔
집에만 있으니까 잠드는 것도 힘드네,불면
의욕도 없고 집중도 안 돼요,집중력저하
심적으로 너무 불안해요.,불안
이직각인가,일상
혼자 임신한 것 같아서 매일 폭발하는 것 같아,분노
죽고싶다는 생각도 자주 들었어요.,자살충동
"그 뒤로 입에 땡기는 게 없고, 그래서 먹는 양도 엄청 줄었어요.",식욕저하
대체불가한 사람이 되고 싶어,일상
힘내라고 말해줘,일상
뷔페 가고 싶어,일상
사람 만나는 게 피곤해,일상
지난 주에 비가 되게 많이 온 날에는 죽고 싶단 생각도 했어요.,자살충동
누워 있는다고 아무것도 못 해,피로
인생이 허무하고 마음이 외로워,상실감
말을 잘 못하는데 그래서 사람들이 더 깔보는 것 같아.,자존감저하
특별히 스트레스 받을 일도 없는데 괜히 예민해지는 느낌이랄까,초조함
더 힘들고 스트레스받더라구요.,무기력
큰일은 아닌 거지?,초조함
그렇다고 안 먹으면 너무 우울해서 아무것도 할 수 없고..,우울감
자꾸 겉돌면 어떡하지,외로움
이러다 뼈만 남을 것 같아요,식욕저하
키가 안 커,일상
그래서 얘기를 하다가 조금의 허점이라도 보이면 그냥 아무 감정이 없어져.,감정조절이상
로그인 아이디 까먹었다,일상
시댁에 다녀오기만 하면 패배자가 된 느낌이더라고.,자존감저하
생활이 자유로워지면 좋긴한데 무섭긴 하네,일상
손톱이나 깎아야지,일상
일 때문에 아이와 자주 못 볼 거 생각하면 슬퍼져요,슬픔
졸업식에 가도 될까,일상
집에서도 축 처져있고.,피로
힘들 정도로 많이 자는 거 같아,피로
이유 없이 폭식해,식욕증가
우울하고 잠도 안 오고 힘들어요.,우울감
임신하고서 집에만 늘 있으니까 더 피곤하고 몸이 무거워,피로
뭐 물어 볼까,일상
내가 사는 게 모욕이다,절망감
다른 거 해볼까,일상
세상에서 내가 제일 고독하고 힘든 것 같아요,외로움
과거의 내가 너무 원망스러워서 돌아버릴 거 같아,죄책감
내 편이 다 사라진 기분이 들고,감정조절이상
평소에 그렇게 좋아하던 것도 이젠 아무 생각이 없고.,식욕저하
오후나 돼야 일어나는 거 같아,피로
항암치료도 다 끝나고는 힘이 없네요..,피로
그래서 많이 힘들고 불편해.,무기력
"이대로는 억울해서 못 살겠어, 정말.",슬픔
시댁만 가면 입맛이 절로 떨어지고 우울증이 도지는 것 같아,우울감
항상 기분도 엄청 다운되어 있거든.,우울감
더내릴것 같아서,일상
면도기랑 이것저것 사야되는데,일상
감기 걸린 것 같아,일상
매일 나를 욕해,죄책감
엄마는 뭐하나,일상
슬럼프 온 뒤로 완전 나무 토막이 된 기분이야,피로
신경이 날카로워져서 다른 사람과의 만남을 피하고 싶어,초조함
피곤하고 멍해서 집중력이 엄청 떨어지는 거 같아,피로
그 이후에도 몇번씩 깨요.,불면
남편이 바람 피우는걸 알고 나서 나 자산이 하찮게 느껴졌어.,자존감저하
과식만 하면 계속 토해내,식욕증가
길거리에 나가면 사람들이 전부 나를 비웃는 것 같고 그래.,자존감저하
하루 종일 억울한 느낌이야,죄책감
10년 동안 잠을 못 자니까 이젠 그러려니 하는데.,불면
누가 옆에 있으면 계속 자다 깨게 돼요,불면
"나말고는 전부 유능하고, 부자야.",자존감저하
부모님 두 분이 다 이렇게 가셔서 저도 그렇게 죽지 않을까 되게 불안해요.,초조함
이유도 없이 가슴이 벌렁벌렁거리고,불안
사회적으로는 크게 문제될게 없는데 뭔지 모르게 기운이 하나도 없어요.,피로
몸이 찌뿌둥해,일상
그냥 여러모로 좀 힘든 시기인 것 같아.,무기력
남편이 집안일을 하나도 안 도와주니까 눈물이 나는 거야,슬픔
근데 거기 다니는 애들이 저를 어떻게 생각할지 너무 걱정이 되더라고요.,초조함
지금 이 시기가 딱 죽기 좋은 시기 같아서.,자살충동
한 가지를 봐도 뻔한 것 같아,일상
임신하니까 먹는 양이 줄어든 것 같아,식욕저하
매번 파도 생기면 바다로 가던데요...,일상
나중에는 나도 지치기도 했고 너무 힘들더라고.,무기력
아무 이유 없이 나를 깔보는 느낌이었어,자존감저하
성욕이 완전 줄어버렸어,불면
"입맛도 없어서, 밥도 먹기 힘들어.",식욕저하
스쿼트 하면 무릎에 안좋겠지?,일상
새벽에는 진통제랑 수면제 때문인지 계속 멍해서 아픈지 잘 모르겠어요.,우울감
사람들과 있으면 자존감이 하락해,우울감
잠 안 와서 너무 힘들다,불면
자다가도 계속 일어나게 되는 이유를 모르겠어,불면
아기 잃고 나서 인생을 전부 놔버린것 같아,절망감
돌겠다,일상
비행기 갈아타려고 할 때 완전 불안하더라고요.,초조함
친구들도 나를 얕잡아 보는것 같아서 마음 기댈곳이 없어,자존감저하
나만 아기가 안 생기니까 너무 걱정되고 좌절감이 들었어,절망감
이간질한 그 옆집 아줌마가 너무 원망스러웠죠.,분노
엄마 조차 나를 손가락질 하더라고,자존감저하
정신 못차리겠다.,일상
이렇게 대학 가야하나,일상
시누 좀 이상한 듯,일상
남친 어디서 만나,일상
제주도 가고 싶어,일상
혼자였던 시기가 그리워요,슬픔
임출육 카페 들어가면 갈수록 더 혼란스러워,초조함
약 엄청나게 먹고 죽어버렸으면 싶네,자살충동
잠을 조금밖에 못자. 작은 소리에도 잠이 깨.,불면
요새는 남편의 모든 행동이 다 미운 것 같아,분노
요즘에 지나가는 중고등학생 애들만 봐도 죄책감이 들어요.,죄책감
몸이 안 좋으니까 자꾸 비참해지는 것 같아,슬픔
23살 이후로 5년이나 취업 준비를 한 내가 너무 답답하게 느껴져,초조함
속도 계속 메스껍고 으슬으슬 춥고 몸에 열감이 있어.,식욕저하
"우울할 때도 있었는데, 원래 인생이 그런 가보다 생각했어요.",우울감
근데 오래 걸려도 1급은 따야 어디 가서 자랑하지 키키,일상
완전 시간 아까워,일상
진짜 내가 되고 싶어,일상
계속 이렇게 의욕이 안 생기는 걸까,무기력
연상이 좋아,일상
뿌리 염색 다시 해야 되겠다,일상
애기 아빠 때문에 욱할 때가 많아,초조함
가끔 내가 너무 바보같이 느껴져.,자존감저하
별 보러 시골 가고 싶다,일상
피곤하고 멍해서 대화에 집중을 못 하겠어,피로
머리 좀 다듬을까,일상
이유없이 주변에 짜증을 많이 부리는 편이에요.,초조함
내가 느끼기에도 감정 기복이 너무 심한 거 같아.,초조함
임신전보다 먹는 양이 반으로 줄었어,우울감
항상 술 마시고 취해서 자던 버릇이 있어서 그런지 술 끊고 나서 잠도 못 자.,불면
내 몸이 절벽 위에 있는 거 같아요,불안
병원에만 있으니까 살만 찌는 것 같아,식욕증가
아기 성별 나오고 시부모님이 계속 눈치를 줘.,자존감저하
너무 늘어져서 꼭 내가 시체라도 된 기분이야,불면
시댁때문에 스트레스 받아서 폭식해요,식욕증가
평소에도 멍 때린단 소리를 많이 듣긴 해요.,우울감
맞지 집에서 분위기 잡으면 현타 와,일상
멋지게 살고 싶었는데,일상
잘 못 어울리니까 정신병 올 것 같아,외로움
남편이 내 말을 하나도 안 들어줘서 이제 힘이 빠져,피로
그 말들이 나를 무시한다고 생각이 들면 분노가 치밀어요.,분노
건강했던 저를 이렇게 만든 그 차주인이 너무 원망스러워요,분노
시베리아 같아 추워,일상
잠을 못 자니까 매일 아침마다 피곤하고 우울함,우울감
머릿속에 온통 절망적인 생각뿐이라 친구들을 만나도 마음 편하지 않아,절망감
도시락 싸서 피크닉 가고 싶어,일상
어린 시절부터 분노가 많았던 것 같아요.,분노
그럼 더 불안감이 심해져서 뜬눈으로 밤새고 그랬어요.,불안
별거 안 했는데 왜 이렇게 찌뿌둥하지,피로
요즘 뭘 하고 싶은 마음도 없고 인생이 허무하다는 생각만 들어,상실감
우울한 기분도 같이 있었어요.,우울감
그때 몸이 안좋아졌다는 생각에 수시로 불안했어요.,초조함
그 때는 먹는 것도 귀찮아서 사흘 동안 굶은 적도 있거든요.,무기력
석사를 마치고 고민이 많았어.,초조함
사람들의 말이 얼음처럼 차갑게 느껴져,자존감저하
시간도 많이 걸리고 또 틀릴까 봐 걱정스러운 마음도 계속 들고.,초조함
정신과 약을 먹었는데 집중력도 떨어지고 더 불안해지는것 같아요.,집중력저하
국내여행은 맘만 먹으면 갈 수 있잖아,일상
정신 바짝 차리고 활기차게 살고 싶은 데 그게 안 돼,무기력
저에겐 아무런 힘도 희망도 남아있지 않아요.,절망감
남자한테 화를 잘 내는 것 같아요. 행동 잘 못하는 남자들한테만,분노
얼마나 속이 터지는지 사람들 있는 데서 펑펑 울었잖아,슬픔
남편 보면 참아야지하다가도자꾸 말도 안되는걸로 사람을 괴롭히니까자꾸 미운 마음이 들어.,분노
애한테 좋은 거 해주고 싶은데 안 되니까 신경질 부리게 돼,초조함
좀만 신경 썼으면 남편이 화내지 않았을 텐데,죄책감
내 인생은 왜 이 모양일까,절망감
내가 가진게 없어서 다들 나한테 그렇게 상처를 주나봐,자존감저하
언제나 나는 내 단점만 생각하는 것 같아,우울감
꿈이 없어,일상
글이 눈에 하나도 안 들어오네,집중력저하
근데 작년부터 잠을 제대로 못 자요.,불면
아기를 지우고 싶다는 생각이 들 때마다 죄책감에 사로잡히고 힘들어요,슬픔
초조한 기분도 들고 다리에 누가 추라도 달아놓은 것처럼 무거워,초조함
"지난 주에 강원도로 여행을 갔었는데, 터널 보이기 시작할 때부터 막 이상하게 긴장이 되는 거에요.",초조함
혼자 있으면 진짜 암울해지는 것 같아,우울감
시급 얼마 받니,일상
시험 없어졌으면 좋겠다,일상
차만 운전하면 불안해요,불안
자더라도 3시간 잘까말까,불면
사람들한테 상처를 받으니까 나 자신이 점점 작아지는 것 같아,자존감저하
태동이 주니까 그간 마음대로 먹은 음식들이 생각나고 너무 죄의식 들어서 힘들어,슬픔
전 애인 만났어.,일상
미혼모라고 사람들이 손가락질하는것 같아,자존감저하
웹툰 뭐 볼까,일상
빵꾸난 양말 봤나,일상
담배를 끊고 나니까 감정기복이 너무 심해,초조함
회사에서 짤릴까봐 초조해서 가만히 못 있겠어,초조함
연락 좀 빨리 하지,일상
쌍둥이라는데 걱정이네,초조함
걱정은 되는데 그렇다고 남들이랑 같이 화장실도 못 쓰겠고.,초조함
내가 너무 값어치 없는 인간 같아서 밥 먹는것도 눈치가 보여,절망감
안정되는 느낌이 없어서 하루하루 너무 괴로워,초조함
왜 나만 이렇게 힘들어야 하나 싶어서 억울해,죄책감
작은 일에도 쉽게 당황해,불안
피부가 점점 늙어가는게 느껴져,일상
업무 지적을 너무 많이 받아,일상
당분간은 아무것도 하고 싶지 않다고.,무기력
아무것도 하기 싫은데 마음만 계속 초조해서 일상생활이 정상적으로 안 돌아가,초조함
나도 모르는 사이에 자꾸 눕게 되네,피로
항상 패배감에 물들어 있어요.,자존감저하
몽롱하긴 한데 딱히 그렇다고 해서 졸린 건 아니거든.,우울감
마음이 텅 빈 것 같고 슬퍼요,슬픔
안심할 수가 없어,불안
음식은 입에도 대기 싫은 거예요.,식욕저하
뉴스 보면 꼭 그 범죄가 나한테 일어날것 같고 그래,자존감저하
저번 달에 술 마신 후로 자꾸 죄책감 들고 슬퍼,슬픔
인생에 되는 게 없다.,절망감
기 빨렸어,일상
더 이상 혼자서는 감정조절을 못하겠어.,감정조절이상
전부 나를 비웃는 것 같아서 너무 힘들어.,자존감저하
대화를 하면 할수록 그렇게 속이 터져,분노
가을만 되면 우울해져요..,우울감
친구들이 약 부작용 아니냐고 하니까 더 걱정이 돼요.,초조함
아기 성별 때문에 남편까지 눈치를 줘.,자존감저하
가족들이 내 마음을 몰라주니까 너무 답답해,초조함
남편이 최근에 재혼했는데 딸 생각만 하면 눈물이 나요.,슬픔
기분이 꿀꿀하고 집 밖으로 잘 안 나가요,외로움
아무도 안 놀아줘,일상
똑 부러지게 말해야지,일상
되는 게 없으니까 의욕이 1도 안 생겨요,우울감
하나도 상쾌하지 않은 것 같아,불면
기본적으로 두세시간은 뒤척이다 잠들어.,불면
나를 사랑할 줄 모르게 될까 봐 너무 겁나,우울감
개 열 받다가 다 허탈한 것 같아,분노
이혼하고 너무 슬퍼서 그때부터 술을 마셨어.,슬픔
이럴 거면 미용을 배울걸 그랬나 싶기도 하고.,죄책감
내가 요즘 결정을 딱 못 내리는 거 같아,자신감저하
인생이 허무하고 외로워요,상실감
오 대박 지금 꾸미고 있어?,일상
감당이 안 될 정도로 힘들고 고독해요,외로움
그것마저 집중이 안돼.,집중력저하
끝나지 않는 터널 속에 있는 것 같아,슬픔
회사일 끝나면 아무것도 못하겠어,일상
내 스스로가 너무 더럽고 추악한 것 같아.,죄책감
무섭게 쏘아보니까 내가 너무 작게 느껴졌어,자존감저하
몸은 무겁고 뜨거우니까 잠도 못 자고 있어.,불면
너무 예민해져서 아무 것도 못 하겠어,식욕저하
마음을 정리하는 중인데 카톡 왔어,일상
진통도 이슬도 없어서 불안해서 가만히 있기가 힘들어,초조함
마음이 찢어질듯이 아파요,절망감
소개팅도 안 들어와,일상
하루라도 고통에서 벗어나고 싶어요,절망감
몸이 아파 죽을것 같은데 희망은 무슨.,절망감
내가 너무 가치 없이 느껴져서 사람들 눈 마주치는것도 힘들어,절망감
잠이 안 오고 심장이 두근거려요.,불면
스트레스를 받을 정도로 스스로한테 가혹하게 구는 거 같아,죄책감
망고의 도시... 나는 망고를 별로 안 좋아하는데 가서 먹으면 맛이 진짜 달라?,일상
근데 요즘에는 다시 만사가 귀찮고 힘들어요.,무기력
작년부터는 더 불안해졌어요.,불안
그 때 너무 억울해서 눈물 참느라 혼났어.,슬픔
취업 생각 때문에 잠도 안 와.,초조함
밤에 더 예민해져,식욕저하
나한테 무슨 문제가 있나? 안 예뻐서 그런가? 싶고,자존감저하
이혼하고 앞이 깜깜하게 느껴졌어,절망감
다크서클 내려왔어,일상
나 좀 건들지 말라고 해,일상
나 앞으로도 계속 이러면 어떡하지?,초조함
외국어 점수도 그냥 그렇고 잘 하는 게 아무것도 없는 것 같아.,죄책감
내가 뭔가 중요한 걸 잃어버린 거 같고 실패했다는 생각이 들어요,상실감
진통제를 먹어도 한두시간 후면 효능이 떨어져서 그런지 다시 아파서 자꾸 깨고..,불면
친구랑 싸웠어,일상
그후에 어찌나 불안하던지,불안
