utterance,intent
내 동기들은 다 취업 준비 열심히 하고 있는데 나만 뒤처지는 것 같아서 불안해.,초조함
어떨 때는 들리고 어떨 때는 괜찮으니까 언제 그런 증상이 나타날까 불안해.,초조함
언제 나타날지 모르는 증상 때문에 너무 불안했어요.,초조함
"다시 공황 증상이 올까봐 불안하긴 했는데, 버스를 아예 못 타는 건 아니야.",초조함
또 그럴까 봐 너무 불안해.,초조함
또 사람 많은 곳에서 발작이 일어나면 어떡하지?,초조함
언제 발작이 일어날지 모르니까 너무 불안해요.,초조함
이후에 2번 더 증상이 나타났는데 또 그럴까 봐 너무 불안하네요.,초조함
이게 언제 어디에서 다시 나타날지 모르겠어서 너무 불안했어요.,초조함
근데 언제 또 이런 증상이 나타날지 몰라서 불안해요.,초조함
증상이 재발하지는 않을까.. 매일 그 생각뿐이에요.,초조함
언제 또 발작이 일어날까 항상 불안해요.,초조함
항상 이렇게 증상이 나타날까 불안해하며 살 것 같아.,초조함
증상이 재발될 것 같이 불안해요.,초조함
아무래도 지방흡입술 때문인 것 같아서 요즘 좀 불안해요.,초조함
그러다보니 다시 작년처럼 집에만 오면 너무 불안한거야.,초조함
"수능 얼마 남지도 않았는데, 집중이 전혀 안돼서 공부도 안되고.. 이번에도 떨어질까봐 불안해.",초조함
아직까지도 관리를 하니까 요요는 없는데 그래도 가끔 좀 불안하긴 해.,초조함
안 먹으면 살이 도로 찔 것 같아서 불안하기도 해요.,초조함
요즘에는 되게 조급한 것도 생겨서 조금만 늦어져도 불안해요.,초조함
별 생각이 없다가도 다른 친구들 소식을 들으면 좀 불안한 기분이 들어요.,초조함
저는 일찌감치 퇴원해서 왔는데 자식들 없이 있으려니까 너무 불안해요.,초조함
피가 나오니까 얼마나 불안했는지.,초조함
산책하다가도 계속 혈뇨가 나오지 않을까.,초조함
그렇게 확인을 안 하면 불안해서 도무지 다른 일을 할 수가 없어.,초조함
기다리는 중에 증상이 더 안 좋아질까 봐 가슴 졸였다 정말.,초조함
정신적으로 엄청 아픈 거면 어떡하지? 그럼 더 힘들 것 같아.,초조함
계속 이러니까 문제 있는 건 아닌가 걱정돼서 힘들고.,초조함
"다시 복학을 했는데, 미친듯이 공부만 했던 제 모습도 싫고, 그렇다고 공부를 놔버리자니 성적이 걱정됐어요.",초조함
한 번 이런 후부터 건강 걱정이 많아져서 일상 생활도 힘들어요.,초조함
요즘 너무 고민이 많아서 힘들어.,초조함
낮에는 웃었다가 밤이 되면 고민들 때문에 힘들어요.,초조함
대학 졸업 할 때쯤에 생각이 진짜 많아서 힘들었어요.,초조함
한가해지니까 생각이 많아지네,초조함
입맛도 없고 걱정도 많아지고 하지 않아도 되는 걱정까지 하는 느낌이야.,초조함
걱정이 많다 보니 밥맛도 없고.,초조함
걱정이 돼서 먹을 게 목구멍으로 넘어가야 말이지,초조함
"맨날 걱정만 하고 있으니까, 잠도 안 오고 입맛도 없어.",초조함
"걱정하느라 입맛도 없고, 잠도 안 와요.",초조함
걱정이 많으니까 잠이 안 오네.,초조함
소변 검사가 너무 걱정되니까 잠도 안오더라.,초조함
남편이 날 영영 안볼까봐 걱정돼서 잠도 안와.,초조함
자다가도 남편이 또 술주정 부리면서 때릴까봐 잠도 잘 못 자고.,초조함
면접 보려면 8시에는 일어나야 하는데 그 걱정에 더 잠이 안 오는 거야.,초조함
나중에 알게 되면 얼마나 배신감이 들까 걱정돼서 요즘 그래서 잠도 안 와.,초조함
밤에 잠을 못잘정도로 걱정도 많고 생각도 많았어.,초조함
살 찔까 봐 걱정돼서 잠도 잘 안 오고,초조함
걱정이 많아져서 그런지 밤마다 잠도 안 오고 우울해.,초조함
걱정이 많은 날은 잠도 못 자요.,초조함
요즘 걱정이 너무 많아서 잠도 잘 못 자고 힘들어 죽을 것 같아.,초조함
내가 돈 생각만 하면 답답해서 잠이 안 와.,초조함
고민이 많아져서 그런지 밤에 잠도 잘 안 오고.,초조함
요즘 이거 때문에 고민이 너무 많아서 잠도 서너 시간밖에 못 자요.,초조함
요즘 재혼 생각 때문에 고민도 많고 그래서 맨날 잠도 뒤척이고 그래요.,초조함
생각이 많아서 잠도 안 오고 남편을 자꾸 괴롭히는 것 같아요.,초조함
"마흔이 되니까 초조하기도 하고, 고민이 많아져서 잠을 설치는 날이 많아졌어요.",초조함
마흔이 되면서 초조한 마음이 들었어.,초조함
밤만 되면 잠이 안 와요. 잡생각이 많아서 그런 것 같아요.,초조함
"돈 걱정, 사람 걱정, 이것저것 생각하다 보면 아침이예요.",초조함
생각이 많아서 잠도 얕게 자는 것 같아.,초조함
"밤에 잘 때도 오늘 하루 있었던 일을 곱씹어보고, 생각하느라 잠이 안 왔어.",초조함
그냥 누우면 잡다한 생각이 많아져요. 꼬리에 꼬리를 물고 계속 끝나지 않은 생각들이 괴롭혀요.,초조함
그런 잡생각이 계속 들어서 잠이 안 오는 것 같긴 해요.,초조함
누워 있으면 온갖 생각이 다 나요.,초조함
자려고 누우면 쓸데 없는 생각이 꼬리에 꼬리를 물어요.,초조함
그러니까 생각이 많아져서 더 못 자고,초조함
그렇게 잠을 못 자다 보니까 또 생각이 엄청 많아져.,초조함
꿈은 안 꿔요. 생각을 많이 해요.,초조함
그럼 잠도 못자고 별의별 생각이 다 나요.,초조함
"잡생각만 많아서 밤에 잠도 못자고, 매일 붕떠있는 기분이에요.",초조함
그 생각에 잠까지 안오더라니까.,초조함
자려고 누우면 일과 관련된 잡생각들이 떠올라서 잠이 들지 못해.,초조함
생각이 많아서 밤을 새울 때도 많아.,초조함
잠을 잘 수 없을 정도로 머릿 속이 복잡해요.,초조함
생각이 너무 많아서 이런 저런 생각을 하다 보면 잘 때를 놓쳐,초조함
"그러면 잡생각만 들고, 잠은 더 안와.",초조함
왜 잠자리에만 들면 그렇게 생각이 많아지는 건지..,초조함
일과 관련된 잡생각들이 떠올라서 밤을 섀우기도 해.,초조함
취업 생각 때문에 잠도 안 와.,초조함
잠을 못 자니까 생각도 많아지고 너무 힘드네요.,초조함
잠을 못 자니까 그냥 생각이 너무 많아져서 그게 더 힘든 것 같아요.,초조함
일도 다시 시작하고 싶고 일상으로 돌아가고 싶은데 낫질 않으니 너무 초조합니다.,초조함
1년간 노력했는데도 아이소식이 없으니까 초조해져요.,초조함
언제 다시 발작이 일어날지 모르니까 늘 전전긍긍해요.,초조함
이번 시험은 꼭 붙어야 해서 너무 초조해요.,초조함
시험이 붙을지 확신도 없으니까 너무 초조해.,초조함
매형들이 말한 것처럼 살까봐 나도 답답해.,초조함
쓸데없는 고민들로 내 감정 소모만 하고 있는 것 같아서 요즘 너무 답답하다.,초조함
나도 그런 거 아닌가 걱정돼.,초조함
"처음엔 치료 받으면 낫겠지 생각했는데, 낫지도 않고 계속 병원을 다니니까 너무 걱정되요.",초조함
수술한다는 말에 얼마나 걱정이 되던지,초조함
솔직히 좀 걱정돼.,초조함
"그때 든 생각은 이거 진짜 큰일 났구나, 그거밖에 없었어요.",초조함
근데 거기 다니는 애들이 저를 어떻게 생각할지 너무 걱정이 되더라고요.,초조함
"아무리 고민을 해도 당장 결론이 나는 게 아닌데, 누워서 그 고민만 하다가 시간을 다 보내는 거야.",초조함
몸이 바쁘지 않으니까 생각이 많아져.,초조함
그래서 혹시나 불미스러운 일이 있으면 어쩌나 걱정이 돼.,초조함
나 정말 어떻게 해야 할까??,초조함
어떻게 해야 할까??,초조함
계속 이럴까 봐 너무 걱정돼.,초조함
나중에 엄마가 알게 될 텐데 어떡하지. 생각이 들면서도 발은 안 떨어져요.,초조함
신입생 애들이랑 나이차이가 좀 나서 적응할 수 있을지 걱정이 되더라.,초조함
뭔가 내 몸에 이상이 생긴 건가 싶었어요. 병원에 가야 하나,초조함
여행 마치고 집에 왔을 때도 또 그런 증상이 생길까봐 걱정이 됐어요.,초조함
근데 한편으론 내가 왜 이러나 걱정이 되기도 해요.,초조함
인사했는데 상대방이 안 받아주면 어떡하지? 어색하고 그럴까봐 먼저 인사를 못하겠어요.,초조함
"이대로 살아야 싶기도 하고, 아이를 가져도 독박육아는 이미 정해진 것 같은데 할 수 있을까 걱정도 되고",초조함
내가 잘 할 수 있을까?,초조함
그래서 가볼까 생각중이긴 한데 또 걱정이야.,초조함
일은 없는데 그냥 쓸데없는 걱정? 그런 게 좀 많아요.,초조함
그럼 또 나는 엄청 걱정이 되는 거야.,초조함
혹시 더 큰 문제가 있는 건 아닐까?,초조함
시간도 많이 걸리고 또 틀릴까 봐 걱정스러운 마음도 계속 들고.,초조함
부부 사이가 혹여나 멀어지진 않을까 걱정도 돼요.,초조함
너무 걱정스러워요.,초조함
어떡하죠?,초조함
걱정이 이만저만이 아니야.,초조함
뭐 큰일 있진 않겠지?,초조함
정말 내가 왜 이러는 걸까?,초조함
저는 어떡하면 좋죠?,초조함
걱정스럽네요.,초조함
차라리 화를 내는 게 나으니까 너무 걱정 많이 하지 말라고 그러더라.,초조함
내가 요즘 그렇게 걱정을 많이 했나?,초조함
어떡하면 좋지,초조함
이제 어떻게 해야 하나걱정이야.,초조함
속은 시원한데앞으로가 걱정이야.,초조함
내가 일을 할 수 있는 상황도 아니라..하루하루가 걱정이더라고..,초조함
그렇다고 일을 안할수도 없는데..걱정이 이만 저만이 아니야.,초조함
계속 이렇게 살 수는 없는데 어쩌면 좋을까?,초조함
계속 먹어도 되는 건지 모르겠어.,초조함
내가 유별난걸 아는데..걱정을 멈추는게 내맘대로 안돼.,초조함
근데 문제는 이게 계속 걱정된다는 거예요.,초조함
그게 깔끔하게 잘 제거 됐다는 걸 아는데도 그냥 걱정이 돼요.,초조함
예를 들어 분명 돈이 있는데도 나중에 돈이 없으면 어떡하지 이래요.,초조함
밥 잘 먹고 있다가도 이게 상한 거면 어떡하지 이런 걱정도 하구요.,초조함
그냥 되게 자잘하게 걱정이 많아.,초조함
내가 확인하지 못 한 게 있는 건 아닐까 걱정돼서요.,초조함
이런 걱정이 엄청 드는 거야. 아무래도 이걸 평생 하진 않을 것 같단 말이야.,초조함
근데 요즘엔 별의 별 걱정이 다 드는 거야.,초조함
이게 커가면서는 좀 덜해졌는데 요즘 들어 문득 계속 걱정이 돼.,초조함
"잘 지켰나, 잘 안 지킨 건가 싶어서 너무 걱정이 되거든.",초조함
내가 평소에도 걱정이 좀 많거든.,초조함
막 집에 있을 때도 갑자기 집이 무너지면 어떡하지 싶어.,초조함
그렇다고 해서 일도 못 하고 그러는 건 아닌데 그래도 잔 걱정이 좀 많아.,초조함
어떻게 하면 좋을까 싶어서 걱정이 되게 많아요.,초조함
요즘 이거 때문에 잠도 안 오고 진짜 걱정돼서 미치겠다.,초조함
"또 실수하지는 않았을까, 걱정이 들어요.",초조함
아침에 눈뜨면 오늘은 뭘 해야 할지 걱정부터 들어요.,초조함
성격이 불같아서 걱정이에요.,초조함
다른 때는 그래도 괜찮은데 수업할 때도 이럴까봐 너무 걱정이야.,초조함
요즘 들어 내가 그런 거 아닌 건가 싶어서 걱정 된다니까.,초조함
그래서 더 걱정되는 것 같기도 해요.,초조함
진짜 걱정이 이만저만이 아니다,초조함
안 해도 되는 걱정을 굳이 사서 하는 편이라 더 그랬어요.,초조함
근데 이거 때문에 좀 걱정이 많아요.,초조함
딱히 스트레스 받는 건 없었는데 진짜 그런 문제였던 건가 싶어서 걱정돼.,초조함
앞으로 나는 뭘 해 먹고 사나 같은 이런저런 걱정이 들고,초조함
"앞으로 난 뭘 해야 할까, 내가 뭘 잘 하긴 하는 걸까 걱정이 많았거든요.",초조함
무슨 문제가 있는 건 아닐까 싶어서 걱정이 돼요.,초조함
요즘 하나 걱정이 있다면 딸 아이에게 엄마가 있어야 할 것 같아서예요.,초조함
딱히 재혼 생각은 없는데 재혼을 해야 하나 걱정입니다.,초조함
그리고 지금 하는 것도 내가 이 일을 언제까지 할 수 있을까 싶어서 걱정돼요.,초조함
원래 건강 체질도 아니어서 더 불안해요.,초조함
괜한 걱정 하면 더 안 좋다는 걸 알아서 그만하고 싶은데 조기에 발견한 게 아니어서 불안하네요.,초조함
일단 그래도 병원을 가 보는게 낫겠지? 휴 걱정 된다.,초조함
한 4년 전부터 몸이 조금만 아파도 엄청 걱정이 돼요.,초조함
걔 몸도 안 좋았는데 이제 쫓겨나서 정말 죽으면 어떡해? 너무 걱정돼,초조함
다른 애들은 신입생이라고 다 행복해 보이는데 저는 걱정만 됐거든요.,초조함
근데 언제까지고 이럴 수는 없으니까 너무 걱정돼요.,초조함
사실 걱정 되긴 했는데 그래도 자가 진단이 정확한 건 아니잖아요.,초조함
아무래도 병원을 가봐야 할까? 좀 걱정이 되긴 해.,초조함
이렇게 노력했는데 배우로 성공하지 못 하면 어떡하나 걱정도 돼요.,초조함
근데 점점 막 걱정이 되는 거야.,초조함
해 뜰 때 다시 돌아오긴 했는데 아직도 걱정이 많아요.,초조함
근데 그래도 걱정 되는 건 어쩔 수 없는 거 아닌가?,초조함
그래도 엄청 심한 건 아니라 생각했는데 이러니까 좀 걱정이 돼요.,초조함
제가 요즘 걱정인 건 좀 있으면 졸업 전시회를 하거든요.,초조함
저 없는 곳에서 잘못될까 봐 너무 무서워요..,초조함
혹시라도 실수할까봐 통째로 다 외워버렸어..,초조함
못난 스승 만나서 내 제자들이 고생하지 않을까 걱정이 드네.,초조함
그래서 너무 걱정되요.,초조함
쫌 걱정되긴 하더라.,초조함
그게 너무 걱정이 되더라구요.,초조함
내 걱정이 현실이 되어버린거야.,초조함
너무 걱정돼서 지난 번에 찾아갔어요.,초조함
정말 너무 걱정돼요.,초조함
그러다 보니까 제대일이 다가올 수록 너무 걱정이 되는 거예요.,초조함
그래서 그 날 하루 재수 없을까봐 걱정돼서 학교를 안 갔어.,초조함
한 번 그러고 나니까 이 다음부터 모든 일이 다 걱정 되는 거예요.,초조함
정말 그렇게 되면 어떡하지? 막 이러면서,초조함
이틀만 더 빠져도 다 학고 뜰 거라 걱정이 되긴 해,초조함
요즘 이만저만 걱정이 말이 아니야.,초조함
여러 걱정이 몰려와서 편하게 잠을 잘 수가 없어.,초조함
명의는 내 사업이니까 나한테 문제 있을까 봐 걱정 많이 했어.,초조함
잠시만 괜찮고 다시 힘들어질까 봐 무서워요.,초조함
벌 받을 것 같고 걱정이 많아졌어.,초조함
이렇게 공부했는데 또 떨어지면 그땐 어떡하나,초조함
그렇게 운전하다가 차 사고 나서 크게 다치면 어떡하나..,초조함
진짜 어떡하지?,초조함
아고치고 싶은데 잘 안돼서 너무 걱정이야.,초조함
그러다 갑자기 확 커지면 어떡하지 걱정도 돼.,초조함
진짜 이러다 나중에 큰일 나는 거 아닌가 싶고,초조함
한 번 그러고 나니까 정말 너무 걱정 돼.,초조함
이러다 진짜 못 걷게 되면 어떡하나 싶어서 걱정도 되고,초조함
내 배 속의 아이에게도 문제가 있으면 어쩌나..,초조함
큰일 났다.,초조함
"너무 이상하지만, 내가 그렇게 걱정이 됐다니까.",초조함
이럴 땐 대체 어떻게 해야 돼?,초조함
항상 그런 생각을 하면서 걱정해요.,초조함
가뜩이나 인상도 안 좋은데 요즘 더 걱정돼요.,초조함
그럼 걱정 거리가 잔뜩 생각나.,초조함
평생 이렇게 사는 건 아닐까 걱정돼요.,초조함
그런데 보면 볼수록 걱정만 더 드는 거야.,초조함
굶어 죽는 사람이 내 이야기일까봐..,초조함
다시 불안하고 걱정돼.,초조함
정말 나 이제 어떡해?,초조함
이러다 평생 이러고 사는 거 아닐지 걱정돼,초조함
굳이 안 해도 되는 걱정들을 사서 하고 있어.,초조함
걱정들이 머릿속에 휘몰아치기 시작해요.,초조함
후기들을 보면 더 걱정이 돼요.,초조함
이제 정말 어떻게 해야 할까요?,초조함
퇴근할 때 누가 쫓아와서 해코지할까 봐 걱정되고,초조함
걱정거리들이 정리가 안 돼,초조함
걱정이다..,초조함
자잘한 걱정들이 많이 있었어요,초조함
몸에 무슨 문제 생겼나? 걱정이 돼서 회사 근처에 있는 가정의학과로 갔어요.,초조함
광우병 뉴스가 나오면 소고기 좋아하는 아빠가 걱정이고 신종플루가 유행이라 그러면 면역성 약한 엄마가 걱정이고,초조함
요즘 걱정은 이 사람을 가족들한테 어떻게 소개할까 싶은 거예요.,초조함
근데 저희 가족은 아니니까 너무 걱정돼요.,초조함
광우병 뉴스 보고 우리 가족 중에 누가 걸리면 어떡하지? 이런 생각을 계속 해요.,초조함
동창들 마주칠까 걱정되고엄마 친구라도 볼까봐 걱정되고,초조함
"저 때문에 형부 회사가 망하는 건 아닌지, 분양 받은 집이 날아가는 건 아닌지 걱정이 되네요.",초조함
중풍도 유전이 된다고 하는데 나도 중풍으로 쓰러지진 않을지 걱정이 돼.,초조함
제가 없을때 엄마가 맞을까봐 너무 걱정됐어요.,초조함
프로페셔널 하게 잘하고 싶은데 자꾸 감정이 앞서서 걱정이야.,초조함
너무 걱정돼서 핸드폰으로 갑상선암에 대한 걸 매일 검색해봐요.,초조함
대낮에도 강도가 든다고 그래서 너무 걱정이 되는 거예요.,초조함
스트레스를 받으면 또 강박증이 도질 텐데 걱정이 많아요.,초조함
예를 들어 약속에 늦었을 때 어떤 거짓말을 할 지 엄청 걱정해요.,초조함
작은 거짓말이라도 들통나게 될까 봐 걱정이 들어요.,초조함
약속 시간에 늦어서 사소한 거짓말을 할 때도 엄청 긴장되고,초조함
친구가 미용실 갔다 와서 어떠냐고 물으면 예쁘다고 말하면서도 속으로는 엄청 구리다고 생각한게 들킬까 봐 걱정되고,초조함
엄마한테 전화를 해도 걱정하실까 봐 말도 솔직하게 못 하겠어.,초조함
애들이 걱정할 텐데 애들한테는 말을 안 하는 게 낫겠지?,초조함
제가 거짓말 한 게 들킬까봐 걱정되고 막 그거 상상하면 창피해 미칠 것 같고.,초조함
이게 왜 더 고민이냐면 이러다 나중에 탈모 올까봐 그게 걱정돼서요.,초조함
그리고 걱정도 되게 많아요. 쓸데없는 걱정들이요.,초조함
여전히 걱정은 많죠.,초조함
일시적으로 그런건지 알았는데 한 달 정도 되니까 몸에 이상 있는 건 아닌지 걱정돼.,초조함
수면 양상이 나빠지니까 건강이 나빠지지는 않을까 걱정이 되는 거야.,초조함
당장 다음 주에 건강검진 받아야 하는데 너무 걱정이다,초조함
평생 이렇게 살아야할까봐 걱정이야.,초조함
나도 혈압이 높은 편인데 요즘 몸도 안 좋고 해서 자꾸 걱정이 되네..,초조함
나도 이러기 싫은데 자꾸 건강을 걱정하게 돼.,초조함
근데 아무리 생각해도 문제가 없을 것 같지 않은 거예요.,초조함
내내 이렇게 누워서 환자 생활만 하면 어떡하죠?,초조함
호르몬에 문제가 있어서 이런걸 까봐 너무 걱정이 돼.,초조함
병원에 갔더니 별 이상은 없다고 하는데 그래도 계속 걱정이 되네요.,초조함
무슨 큰 병이라도 걸린게 아닐까 너무 걱정 되네요.,초조함
병원에 가면 치료 의지가 생기는데 집에만 오면 다시 걱정을 해요.,초조함
그래서 그런지 요즘 부쩍 건강도 안 좋아진 것 같아서 걱정이에요.,초조함
건강에 큰 문제가 있는 건 아닌가 싶어서 걱정 된다,초조함
건강에 문제 있는 건 아닐까 걱정 된다,초조함
혹시 무슨 병이라도 있는 걸까봐 걱정된다,초조함
그걸 보니까 제가 치매에 걸린건 아닌가 걱정이 됐어요.,초조함
이러니까 또 건강에 문제 있는 건 아닐까 걱정도 돼.,초조함
근데 그걸 보다 보니까 내 건강이 너무 걱정되는 거야.,초조함
몸이 안좋아진건지 걱정이 돼요.,초조함
이러고 나니까 이제는 온갖 건강 걱정이 다 되더라.,초조함
혹시 정말 큰 병이라도 있을까봐 너무 걱정돼,초조함
마음가짐이 아니라 정말 장 쪽이 문제가 있는 건가 걱정되더라.,초조함
다리가 계속 안 나으면 어떡하죠?,초조함
일 신경 쓰기도 바쁜데 건강까지 문제라 걱정이다,초조함
나도 갑자기 저렇게 아플까봐 걱정이 되더라.,초조함
자꾸 남편몸이 자꾸 안좋아지는 것 같아서 너무 걱정돼.,초조함
위염이 위암이나 다른 암으로 발전하면 어떡하지. 이런 생각을 많이 하는 것 같아요.,초조함
괜히 진짜 큰 병이면 어쩌나 싶기도 하고 별거 아닌 걸로 병원 가는 것도 좀 그렇기도 하고.,초조함
"수술도 잘 됐고, 의사도 회복만 잘 하면 된다는데 자꾸 걱정이 돼요.",초조함
"원래 병에 잘 걸리지 않는 편이었는데, 한 번 심장이 이상하다고 느끼니까 건강 걱정이 늘었어요.",초조함
"아, 내가 길 가다가 갑자기 확 쓰러지는 건 아닐까요?",초조함
병원에서 몸에 큰 이상이 있다고 하면 어떡하죠?,초조함
한번 그러고 나서는 건강 걱정이 많아졌어.,초조함
"근데 너무 감정이입해서 봤는지, 나도 암에 걸리면 어떡하지라는 생각이 막 드는거에요.",초조함
큰 병이면 어떡하나 걱정 돼서 병원도 못 가겠어.,초조함
계속 병원에만 있다 보니까 진짜 문제 있을까봐 걱정이야.,초조함
몸에 무슨 문제 있는 건가 걱정도 되고,초조함
조금만 머리 아파도 뇌종양은 아닐까 걱정되고,초조함
지난 번에는 손이 좀 저렸는데 그러니까 혈압 걱정이 되더라구요.,초조함
아무리 초기라지만 그래도 건강이 괜찮을지 걱정 되고,초조함
건강에 무슨 큰 문제 있는 건가 해서 너무 걱정돼요.,초조함
균에 대한 걱정이 들기 시작하면서.,초조함
여자가 더 잘 걸리는 암이라는데 악성으로 나오면 어떡하죠?,초조함
이 결혼이 괜찮을까 걱정되기 시작하고.,초조함
나이도 있고..결혼하고 싶은데 남자친구는 아무 얘기 없어서 더 걱정되고.,초조함
내가 나중에 이걸 관두면 나는 그럼 어떡하지? 뭘 해 먹고 살지? 돈은?,초조함
당장 해결해야 하는 치료비 때문에 걱정이 많았어.,초조함
걱정이 되게 많았거든요. 등록금도 그렇고 생활비도 그렇고 다 돈 문제,초조함
당장 다음 달 월세도 내야 하고 그런데 아무래도 돈 걱정이 제일 커.,초조함
근데 그것도 잠시였고 한 달만 지나니까 막 돈 걱정이 되는 거예요.,초조함
"이거 관두면 나는 뭐 해 먹고 살지, 본가로 돌아가야 하나 이 걱정이 들어요.",초조함
걔네는 등록금이나 생활비 걱정 하나도 없이 잘 사는데 저는 돈 걱정도 많았어요.,초조함
지금 생활비도 걱정이고.,초조함
근데 어느 정도 정신 차리니까 이제 돈 걱정이 되는 거예요.,초조함
이번달 월세부터 걱정하게 돼.,초조함
이번 달 넘겨도 다음 달 월세는 어쩌냐 진짜.,초조함
집안 형편이 많이 안 좋아서 걱정이에요,초조함
돈 문제라든지 성적 문제라든지 그냥 이런저런 걱정?,초조함
작은 아이는 안 그러는데 큰 딸이 유독 매일 돈을 달라고 해서 걱정이에요.,초조함
"하지만 아직 애들 시집, 장가도 못 보낸 상태라서 걱정이 들어요.",초조함
걱정돼요. 다시 건강이 악화되면 치료비도 걱정이고..,초조함
돈도 벌어야 하고 커리어도 끊길 텐데 너무 걱정스러워요.,초조함
퇴사하고 나니까 이제 또 뭐 해먹고 사나 돈 걱정부터 들고,초조함
가장인 내가 이러고 있으니 앞으로 어떡해.,초조함
그 이후로 그 손님 또 찾아와서 난동을 부릴까 봐 너무 무섭고 걱정돼.,초조함
뭘 어떻게 해야 할지 모르겠어요.,초조함
어떻게 하면 좋을까?,초조함
고민이 많아져.,초조함
어떻게 해야 할지 모르겠어.,초조함
늘 머리에 고민이 한 가지씩은 있어.,초조함
"원래 이번 겨울 쯤에 유럽가려고 계획하고 있었는데, 장시간 비행인데 또 그럴까봐 지금 고민이에요.",초조함
근데 평소에 살아갈 때 이렇게 고함을 자주 들으니까 너무 걱정이에요.,초조함
형이 축구라도 하다가 갑자기 다리라도 부러지면 어떡하지?,초조함
그렇다고 공부를 안 하자니 성적이 걱정 돼.,초조함
아..근데 또 막상 공부를 안 하자니 성적이 떨어질까 걱정되네요.,초조함
성적 너무 많이 떨어져서 걱정돼,초조함
근데 또 막상 공부를 안 하려니까 성적이 걱정되는 거야.,초조함
취업 준비 자금 모으느라 알바를 하려고 해도공부 때문에 시간 분배하는 게 걱정이야.,초조함
공포가 심해지다가 내가 미쳐버리면 어떡하지?,초조함
괜찮다가도 공항 도착하니까 너무 걱정되고 불안해서,초조함
진짜 공황장애면 어떡하지?,초조함
공황증일까봐 걱정이 되네요.,초조함
혼자 있을 때 또 공황발작이 올까봐 너무 걱정이 돼요.,초조함
근데 그렇게 하면 서로 얼굴 붉힐 것 같아서 걱정이 되더라구요.,초조함
내가 또 기억을 못해서 사람들이 나를 싫어하게 될까봐.,초조함
신혼부터 이런데 앞으로 어떻게 시어머니 얼굴을 보지?,초조함
혹시 내가 또 기억을 못하면 날 해코지할까봐.,초조함
어디 가서 괴롭힘 당하고 그런 건 아니겠지?,초조함
앞으로 애들 앞에서 수업도 할텐데 너무 걱정되네요.,초조함
애들 교육에도 문제가 될 것 같아 걱정이고여러모로 스트레스네요.,초조함
차만 타면 사고 났을 때처럼 옆에 들이 박을 거 같아서 조수석에는 못 타겠어요.,초조함
출퇴근 길에는 꼭 발작이 날 거 같아서 운전을 못 하겠어요.,초조함
"내년 2월에 입대하는데, 벌써부터 이런저런 걱정이 되요.",초조함
"그리고 이제 군대도 가야 할 텐데, 그것도 걱정되고...",초조함
아.. 이 상태로 군대갔다가는 사고를 칠지도 모르겠어요.,초조함
군생활이 좀 걱정되긴 하지만 두렵진 않아요.,초조함
"학교만 들어가면 다 끝일 줄 알았는데 병역, 취직 문제도 걱정이고",초조함
그리고 내가 2월에 입대를 하는데 군대 가면 힘들 것 같아서 걱정돼.,초조함
남편 귀가시간이라던지 자녀들이 늦으면 항상 걱정이 앞섰어요.,초조함
술을 먹고 오는 날이면 걱정이되서 올 때까지 기다려요.,초조함
나 잘할 수 있겠지?,초조함
부모님이 기대하는 것만큼 내가 못 하면 어떡하지? 싶어서 걱정되고,초조함
가족 아무도 옆에 없는데 걱정이 되기도 하고 기대도 많이 돼.,초조함
"기숙사 생활을 결정했을 때, 룸메가 제일 걱정됐었어.",초조함
나 바보 되는 거 아냐?,초조함
나도 쓰러지게 되지는 않을지 걱정이 돼.,초조함
운전하다가 다시 어지러워져서 기절하면 어떡하나..,초조함
간혹 쓰러지는 일도 많아서 너무 걱정스러워요.,초조함
출근하다 기절해버리면 어떡하지?,초조함
이제 기절이나 발작 걱정을 안 해도 되겠구나 싶었죠.,초조함
혼자 사는데 욕실에 쓰러지면 답도 없을것 같아서 며칠 동안 아예 씻지를 못했어.,초조함
혼자 있다가 쓰러지기라도 하면 어쩌나 싶어.,초조함
수배서라도 걸었을까 매일 긴장하고.,초조함
실수하거나 떨면 그 사람들이 저를 흉볼 텐데 너무 긴장돼요.,초조함
그이에게 이상한 짓이라도 할까 봐 걱정이 많았거든요.,초조함
남편이 친정집까지 찾아오진 않을까 걱정돼.,초조함
솔직히 내 남편을 유혹할까봐 걱정되네요.,초조함
갑자기 젊은 여자 데리고 와서 이혼해달라고 하면?,초조함
애들도 다 크려면 멀었고 남편 일은 일대로 걱정돼.,초조함
외국에 취업했다가 납치 당하고 죽은 사람도 있다는데 나도 그렇게 되는 건 아닐까?,초조함
엄마가 갑자기 납치 되면 어떡하지? 이런 말도 안 되는 걱정이 들고,초조함
뉴스에 납치사건 같은 거 보면 가슴이 덜컹하고,초조함
다른 언어와 환경 속에서 내가 친구를 만들 수 있을지 너무 걱정이었지.,초조함
그래서 낯선사람들을 만나면 걱정이 돼요.,초조함
분위기도 낯선데 잘 적응도 못 할 것 같고 어떡하지?,초조함
내가 그만큼 낯선 곳에서 잘해낼 수 있을까 걱정이 되기도 해요.,초조함
유학을 가면 또 새로운 환경에 적응해야한다는 걱정이 많았어요.,초조함
약 먹으니까 잠도 잘 오고 좋긴 한데 혹시나 내성이 생길까봐 걱정되긴 하네요.,초조함
30살 부터는 어쩌려구 이렇게 골골거리는지.,초조함
